label,mode,cyc,I,enable,op_and3_B,AN_and3_B,B_and3_B,Y_and3_B,op_slot_0_A,AN_slot_0_A,B_slot_0_A,Y_slot_0_A,op_slot_1_B,AN_slot_1_B,B_slot_1_B,Y_slot_1_B,op_slot_0_D,AN_slot_0_D,B_slot_0_D,Y_slot_0_D
t03_and3_B_k3,2,23,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,24,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,25,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,26,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,27,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,28,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,29,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,30,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,31,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k3,2,32,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,33,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,34,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,35,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,36,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,37,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,38,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,39,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,40,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,41,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,42,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,43,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,44,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,45,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,46,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,47,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,48,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,49,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,50,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,51,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,52,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,53,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,54,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,55,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,56,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,57,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,58,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,59,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,60,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,61,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,62,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,63,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,64,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,65,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,66,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,67,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,68,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,69,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,70,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,71,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,72,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,73,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,74,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,75,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,76,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,77,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,78,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,79,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,80,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,81,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,82,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,83,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,84,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,85,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,86,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,87,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,88,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,89,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,90,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,91,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,92,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,93,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,94,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,95,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,96,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,97,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,98,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,99,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,100,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,101,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,102,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,103,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,104,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,105,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,106,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,107,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,108,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,109,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k3,2,110,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,111,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,112,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,113,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,114,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,115,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,116,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,117,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,118,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,119,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k3,2,120,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,2,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,3,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,4,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,5,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,6,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,7,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,8,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k4,3,9,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k4,3,10,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,11,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,12,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,13,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,14,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,15,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,16,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,17,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,18,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,19,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k4,3,20,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k4,3,21,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,22,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,23,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,24,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,25,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,26,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,27,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,28,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,29,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,30,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,31,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k4,3,32,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,33,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,34,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,35,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,36,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,37,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,38,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,39,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,40,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,41,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,42,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,43,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,44,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,45,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,46,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,47,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,48,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,49,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,50,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,51,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,52,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,53,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,54,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,55,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,56,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,57,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,58,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,59,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,60,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,61,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,62,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,63,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,64,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,65,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,66,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,67,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,68,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,69,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,70,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,71,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,72,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,73,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,74,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,75,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,76,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,77,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,78,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,79,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,80,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,81,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,82,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,83,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,84,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,85,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,86,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,87,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,88,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,89,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,90,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,91,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,92,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,93,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,94,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,95,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,96,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,97,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,98,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,99,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,100,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,101,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,102,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,103,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,104,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,105,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,106,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,107,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,108,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,109,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
t03_and3_B_k4,3,110,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,111,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,112,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,113,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,114,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,115,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,116,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,117,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,118,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,119,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k4,3,120,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,2,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,3,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,4,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,5,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,6,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,7,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,8,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k5,4,9,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k5,4,10,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,11,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,12,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,13,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,14,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,15,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,16,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,17,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,18,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,19,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k5,4,20,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k5,4,21,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,22,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,23,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,24,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,25,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,26,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,27,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,28,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,29,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,30,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,31,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
t03_and3_B_k5,4,32,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,33,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,34,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,35,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,36,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,37,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,38,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,39,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,40,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,41,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,42,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,43,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,44,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,45,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,46,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,47,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,48,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,49,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,50,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
t03_and3_B_k5,4,51,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
