label,mode,cyc,I,enable,op_slot_1_A,AN_slot_1_A,B_slot_1_A,Y_slot_1_A
t05_slot_1_A_k4,81,107,0,1,0,1,1,0
t05_slot_1_A_k4,81,108,0,1,0,1,1,0
t05_slot_1_A_k4,81,109,0,1,0,1,1,0
t05_slot_1_A_k4,81,110,0,1,0,1,1,0
t05_slot_1_A_k4,81,111,0,1,0,1,1,0
t05_slot_1_A_k4,81,112,0,1,0,1,1,0
t05_slot_1_A_k4,81,113,0,1,0,1,1,0
t05_slot_1_A_k4,81,114,0,1,0,1,1,0
t05_slot_1_A_k4,81,115,0,1,0,1,1,0
t05_slot_1_A_k4,81,116,0,1,0,1,1,0
t05_slot_1_A_k4,81,117,0,1,0,1,1,0
t05_slot_1_A_k4,81,118,0,1,0,1,1,0
t05_slot_1_A_k4,81,119,0,1,0,1,1,0
t05_slot_1_A_k4,81,120,0,1,0,1,1,0
t05_slot_1_A_k5,82,0,0,1,0,0,0,0
t05_slot_1_A_k5,82,1,0,1,0,0,0,0
t05_slot_1_A_k5,82,2,0,1,0,0,0,0
t05_slot_1_A_k5,82,3,0,1,0,0,0,0
t05_slot_1_A_k5,82,4,0,1,0,0,0,0
t05_slot_1_A_k5,82,5,0,1,0,0,0,0
t05_slot_1_A_k5,82,6,0,1,0,0,0,0
t05_slot_1_A_k5,82,7,1,1,1,0,0,0
t05_slot_1_A_k5,82,8,0,1,0,1,0,0
t05_slot_1_A_k5,82,9,0,1,0,1,0,0
t05_slot_1_A_k5,82,10,0,1,0,1,0,0
t05_slot_1_A_k5,82,11,0,1,0,1,0,0
t05_slot_1_A_k5,82,12,0,1,0,1,0,0
t05_slot_1_A_k5,82,13,0,1,0,1,0,0
t05_slot_1_A_k5,82,14,0,1,0,1,0,0
t05_slot_1_A_k5,82,15,0,1,0,1,0,0
t05_slot_1_A_k5,82,16,0,1,0,1,0,0
t05_slot_1_A_k5,82,17,1,1,1,1,0,0
t05_slot_1_A_k5,82,18,1,1,1,0,1,1
t05_slot_1_A_k5,82,19,0,1,0,1,1,0
t05_slot_1_A_k5,82,20,0,1,0,1,1,0
t05_slot_1_A_k5,82,21,0,1,0,1,1,0
t05_slot_1_A_k5,82,22,0,1,0,1,1,0
t05_slot_1_A_k5,82,23,0,1,0,1,1,0
t05_slot_1_A_k5,82,24,0,1,0,1,1,0
t05_slot_1_A_k5,82,25,0,1,0,1,1,0
t05_slot_1_A_k5,82,26,0,1,0,1,1,0
t05_slot_1_A_k5,82,27,0,1,0,1,1,0
t05_slot_1_A_k5,82,28,0,1,0,1,1,0
t05_slot_1_A_k5,82,29,1,1,1,1,1,0
t05_slot_1_A_k5,82,30,1,1,1,1,1,0
t05_slot_1_A_k5,82,31,0,1,0,1,1,0
t05_slot_1_A_k5,82,32,0,1,0,1,1,0
t05_slot_1_A_k5,82,33,0,1,0,1,1,0
t05_slot_1_A_k5,82,34,0,1,0,1,1,0
t05_slot_1_A_k5,82,35,0,1,0,1,1,0
t05_slot_1_A_k5,82,36,0,1,0,1,1,0
t05_slot_1_A_k5,82,37,0,1,0,1,1,0
t05_slot_1_A_k5,82,38,0,1,0,1,1,0
t05_slot_1_A_k5,82,39,0,1,0,1,1,0
t05_slot_1_A_k5,82,40,0,1,0,1,1,0
t05_slot_1_A_k5,82,41,0,1,1,1,1,0
t05_slot_1_A_k5,82,42,0,1,1,1,1,0
t05_slot_1_A_k5,82,43,0,1,0,1,1,0
t05_slot_1_A_k5,82,44,0,1,0,1,1,0
t05_slot_1_A_k5,82,45,0,1,0,1,1,0
t05_slot_1_A_k5,82,46,0,1,0,1,1,0
t05_slot_1_A_k5,82,47,0,1,0,1,1,0
t05_slot_1_A_k5,82,48,0,1,0,1,1,0
t05_slot_1_A_k5,82,49,0,1,0,1,1,0
t05_slot_1_A_k5,82,50,0,1,0,1,1,0
t05_slot_1_A_k5,82,51,0,1,0,1,1,0
t05_slot_1_A_k5,82,52,0,1,0,1,1,0
t05_slot_1_A_k5,82,53,0,1,0,1,1,0
t05_slot_1_A_k5,82,54,0,1,0,1,1,0
t05_slot_1_A_k5,82,55,0,1,0,1,1,0
t05_slot_1_A_k5,82,56,0,1,0,1,1,0
t05_slot_1_A_k5,82,57,0,1,0,1,1,0
t05_slot_1_A_k5,82,58,0,1,0,1,1,0
t05_slot_1_A_k5,82,59,0,1,0,1,1,0
t05_slot_1_A_k5,82,60,0,1,0,1,1,0
t05_slot_1_A_k5,82,61,0,1,0,1,1,0
t05_slot_1_A_k5,82,62,0,1,0,1,1,0
t05_slot_1_A_k5,82,63,0,1,0,1,1,0
t05_slot_1_A_k5,82,64,0,1,0,1,1,0
t05_slot_1_A_k5,82,65,0,1,0,1,1,0
t05_slot_1_A_k5,82,66,0,1,0,1,1,0
t05_slot_1_A_k5,82,67,0,1,0,1,1,0
t05_slot_1_A_k5,82,68,0,1,0,1,1,0
t05_slot_1_A_k5,82,69,0,1,0,1,1,0
t05_slot_1_A_k5,82,70,0,1,0,1,1,0
t05_slot_1_A_k5,82,71,0,1,0,1,1,0
t05_slot_1_A_k5,82,72,0,1,0,1,1,0
t05_slot_1_A_k5,82,73,0,1,0,1,1,0
t05_slot_1_A_k5,82,74,0,1,0,1,1,0
t05_slot_1_A_k5,82,75,0,1,0,1,1,0
t05_slot_1_A_k5,82,76,0,1,0,1,1,0
t05_slot_1_A_k5,82,77,0,1,0,1,1,0
t05_slot_1_A_k5,82,78,0,1,0,1,1,0
t05_slot_1_A_k5,82,79,0,1,0,1,1,0
t05_slot_1_A_k5,82,80,0,1,0,1,1,0
t05_slot_1_A_k5,82,81,0,1,0,1,1,0
t05_slot_1_A_k5,82,82,0,1,0,1,1,0
t05_slot_1_A_k5,82,83,0,1,0,1,1,0
t05_slot_1_A_k5,82,84,0,1,0,1,1,0
t05_slot_1_A_k5,82,85,0,1,0,1,1,0
t05_slot_1_A_k5,82,86,0,1,0,1,1,0
t05_slot_1_A_k5,82,87,0,1,0,1,1,0
t05_slot_1_A_k5,82,88,0,1,0,1,1,0
t05_slot_1_A_k5,82,89,0,1,0,1,1,0
t05_slot_1_A_k5,82,90,0,1,0,1,1,0
t05_slot_1_A_k5,82,91,0,1,0,1,1,0
t05_slot_1_A_k5,82,92,0,1,0,1,1,0
t05_slot_1_A_k5,82,93,0,1,0,1,1,0
t05_slot_1_A_k5,82,94,0,1,0,1,1,0
t05_slot_1_A_k5,82,95,0,1,0,1,1,0
t05_slot_1_A_k5,82,96,0,1,0,1,1,0
t05_slot_1_A_k5,82,97,0,1,0,1,1,0
t05_slot_1_A_k5,82,98,0,1,0,1,1,0
t05_slot_1_A_k5,82,99,0,1,0,1,1,0
t05_slot_1_A_k5,82,100,0,1,0,1,1,0
t05_slot_1_A_k5,82,101,0,1,0,1,1,0
t05_slot_1_A_k5,82,102,0,1,0,1,1,0
t05_slot_1_A_k5,82,103,0,1,0,1,1,0
t05_slot_1_A_k5,82,104,0,1,0,1,1,0
t05_slot_1_A_k5,82,105,0,1,0,1,1,0
t05_slot_1_A_k5,82,106,0,1,0,1,1,0
t05_slot_1_A_k5,82,107,0,1,0,1,1,0
t05_slot_1_A_k5,82,108,0,1,0,1,1,0
t05_slot_1_A_k5,82,109,0,1,0,1,1,0
t05_slot_1_A_k5,82,110,0,1,0,1,1,0
t05_slot_1_A_k5,82,111,0,1,0,1,1,0
t05_slot_1_A_k5,82,112,0,1,0,1,1,0
t05_slot_1_A_k5,82,113,0,1,0,1,1,0
t05_slot_1_A_k5,82,114,0,1,0,1,1,0
t05_slot_1_A_k5,82,115,0,1,0,1,1,0
t05_slot_1_A_k5,82,116,0,1,0,1,1,0
t05_slot_1_A_k5,82,117,0,1,0,1,1,0
t05_slot_1_A_k5,82,118,0,1,0,1,1,0
t05_slot_1_A_k5,82,119,0,1,0,1,1,0
t05_slot_1_A_k5,82,120,0,1,0,1,1,0
t05_slot_1_A_k6,83,0,0,1,0,0,0,0
t05_slot_1_A_k6,83,1,0,1,0,0,0,0
t05_slot_1_A_k6,83,2,0,1,0,0,0,0
t05_slot_1_A_k6,83,3,0,1,0,0,0,0
t05_slot_1_A_k6,83,4,0,1,0,0,0,0
t05_slot_1_A_k6,83,5,0,1,0,0,0,0
t05_slot_1_A_k6,83,6,0,1,0,0,0,0
t05_slot_1_A_k6,83,7,1,1,1,0,0,0
t05_slot_1_A_k6,83,8,0,1,0,1,0,0
t05_slot_1_A_k6,83,9,0,1,0,1,0,0
t05_slot_1_A_k6,83,10,0,1,0,1,0,0
t05_slot_1_A_k6,83,11,0,1,0,1,0,0
t05_slot_1_A_k6,83,12,0,1,0,1,0,0
t05_slot_1_A_k6,83,13,0,1,0,1,0,0
t05_slot_1_A_k6,83,14,0,1,0,1,0,0
t05_slot_1_A_k6,83,15,0,1,0,1,0,0
t05_slot_1_A_k6,83,16,0,1,0,1,0,0
t05_slot_1_A_k6,83,17,1,1,1,1,0,0
t05_slot_1_A_k6,83,18,1,1,1,0,1,1
t05_slot_1_A_k6,83,19,0,1,0,1,1,0
t05_slot_1_A_k6,83,20,0,1,0,1,1,0
t05_slot_1_A_k6,83,21,0,1,0,1,1,0
t05_slot_1_A_k6,83,22,0,1,0,1,1,0
t05_slot_1_A_k6,83,23,0,1,0,1,1,0
t05_slot_1_A_k6,83,24,0,1,0,1,1,0
t05_slot_1_A_k6,83,25,0,1,0,1,1,0
t05_slot_1_A_k6,83,26,0,1,0,1,1,0
t05_slot_1_A_k6,83,27,0,1,0,1,1,0
t05_slot_1_A_k6,83,28,0,1,0,1,1,0
t05_slot_1_A_k6,83,29,1,1,1,1,1,0
t05_slot_1_A_k6,83,30,1,1,1,1,1,0
t05_slot_1_A_k6,83,31,0,1,0,1,1,0
t05_slot_1_A_k6,83,32,0,1,0,1,1,0
t05_slot_1_A_k6,83,33,0,1,0,1,1,0
t05_slot_1_A_k6,83,34,0,1,0,1,1,0
t05_slot_1_A_k6,83,35,0,1,0,1,1,0
t05_slot_1_A_k6,83,36,0,1,0,1,1,0
t05_slot_1_A_k6,83,37,0,1,0,1,1,0
t05_slot_1_A_k6,83,38,0,1,0,1,1,0
t05_slot_1_A_k6,83,39,0,1,0,1,1,0
t05_slot_1_A_k6,83,40,0,1,0,1,1,0
t05_slot_1_A_k6,83,41,1,1,1,1,1,0
t05_slot_1_A_k6,83,42,0,1,1,1,1,0
t05_slot_1_A_k6,83,43,0,1,0,1,1,0
t05_slot_1_A_k6,83,44,0,1,0,1,1,0
t05_slot_1_A_k6,83,45,0,1,0,1,1,0
t05_slot_1_A_k6,83,46,0,1,0,1,1,0
t05_slot_1_A_k6,83,47,0,1,0,1,1,0
t05_slot_1_A_k6,83,48,0,1,0,1,1,0
t05_slot_1_A_k6,83,49,0,1,0,1,1,0
t05_slot_1_A_k6,83,50,0,1,0,1,1,0
t05_slot_1_A_k6,83,51,0,1,0,1,1,0
t05_slot_1_A_k6,83,52,0,1,0,1,1,0
t05_slot_1_A_k6,83,53,0,1,0,1,1,0
t05_slot_1_A_k6,83,54,0,1,0,1,1,0
t05_slot_1_A_k6,83,55,0,1,0,1,1,0
t05_slot_1_A_k6,83,56,0,1,0,1,1,0
t05_slot_1_A_k6,83,57,0,1,0,1,1,0
t05_slot_1_A_k6,83,58,0,1,0,1,1,0
t05_slot_1_A_k6,83,59,0,1,0,1,1,0
t05_slot_1_A_k6,83,60,0,1,0,1,1,0
t05_slot_1_A_k6,83,61,0,1,0,1,1,0
t05_slot_1_A_k6,83,62,0,1,0,1,1,0
t05_slot_1_A_k6,83,63,0,1,0,1,1,0
t05_slot_1_A_k6,83,64,0,1,0,1,1,0
t05_slot_1_A_k6,83,65,0,1,0,1,1,0
t05_slot_1_A_k6,83,66,0,1,0,1,1,0
t05_slot_1_A_k6,83,67,0,1,0,1,1,0
t05_slot_1_A_k6,83,68,0,1,0,1,1,0
t05_slot_1_A_k6,83,69,0,1,0,1,1,0
t05_slot_1_A_k6,83,70,0,1,0,1,1,0
t05_slot_1_A_k6,83,71,0,1,0,1,1,0
t05_slot_1_A_k6,83,72,0,1,0,1,1,0
t05_slot_1_A_k6,83,73,0,1,0,1,1,0
t05_slot_1_A_k6,83,74,0,1,0,1,1,0
t05_slot_1_A_k6,83,75,0,1,0,1,1,0
t05_slot_1_A_k6,83,76,0,1,0,1,1,0
t05_slot_1_A_k6,83,77,0,1,0,1,1,0
t05_slot_1_A_k6,83,78,0,1,0,1,1,0
t05_slot_1_A_k6,83,79,0,1,0,1,1,0
t05_slot_1_A_k6,83,80,0,1,0,1,1,0
t05_slot_1_A_k6,83,81,0,1,0,1,1,0
t05_slot_1_A_k6,83,82,0,1,0,1,1,0
t05_slot_1_A_k6,83,83,0,1,0,1,1,0
t05_slot_1_A_k6,83,84,0,1,0,1,1,0
t05_slot_1_A_k6,83,85,0,1,0,1,1,0
t05_slot_1_A_k6,83,86,0,1,0,1,1,0
t05_slot_1_A_k6,83,87,0,1,0,1,1,0
t05_slot_1_A_k6,83,88,0,1,0,1,1,0
t05_slot_1_A_k6,83,89,0,1,0,1,1,0
t05_slot_1_A_k6,83,90,0,1,0,1,1,0
t05_slot_1_A_k6,83,91,0,1,0,1,1,0
t05_slot_1_A_k6,83,92,0,1,0,1,1,0
t05_slot_1_A_k6,83,93,0,1,0,1,1,0
t05_slot_1_A_k6,83,94,0,1,0,1,1,0
t05_slot_1_A_k6,83,95,0,1,0,1,1,0
t05_slot_1_A_k6,83,96,0,1,0,1,1,0
t05_slot_1_A_k6,83,97,0,1,0,1,1,0
t05_slot_1_A_k6,83,98,0,1,0,1,1,0
t05_slot_1_A_k6,83,99,0,1,0,1,1,0
t05_slot_1_A_k6,83,100,0,1,0,1,1,0
t05_slot_1_A_k6,83,101,0,1,0,1,1,0
t05_slot_1_A_k6,83,102,0,1,0,1,1,0
t05_slot_1_A_k6,83,103,0,1,0,1,1,0
t05_slot_1_A_k6,83,104,0,1,0,1,1,0
t05_slot_1_A_k6,83,105,0,1,0,1,1,0
t05_slot_1_A_k6,83,106,0,1,0,1,1,0
t05_slot_1_A_k6,83,107,0,1,0,1,1,0
t05_slot_1_A_k6,83,108,0,1,0,1,1,0
t05_slot_1_A_k6,83,109,0,1,0,1,1,0
t05_slot_1_A_k6,83,110,0,1,0,1,1,0
t05_slot_1_A_k6,83,111,0,1,0,1,1,0
t05_slot_1_A_k6,83,112,0,1,0,1,1,0
t05_slot_1_A_k6,83,113,0,1,0,1,1,0
t05_slot_1_A_k6,83,114,0,1,0,1,1,0
t05_slot_1_A_k6,83,115,0,1,0,1,1,0
t05_slot_1_A_k6,83,116,0,1,0,1,1,0
t05_slot_1_A_k6,83,117,0,1,0,1,1,0
t05_slot_1_A_k6,83,118,0,1,0,1,1,0
t05_slot_1_A_k6,83,119,0,1,0,1,1,0
t05_slot_1_A_k6,83,120,0,1,0,1,1,0
