mode,cyc,S,A0,A1,X,a31o_X,sticky_Q
I1_@6,99,0,1,0,1,1,1
I1_@6,100,0,1,0,1,1,1
I1_@6,101,0,1,0,1,1,1
I1_@6,102,0,1,0,1,1,1
I1_@6,103,0,1,0,1,1,1
I1_@6,104,0,1,0,1,1,1
I1_@6,105,0,1,0,1,1,1
I1_@6,106,0,1,0,1,1,1
I1_@6,107,0,1,0,1,1,1
I1_@6,108,0,1,0,1,1,1
I1_@6,109,0,1,0,1,1,1
I1_@6,110,0,1,0,1,1,1
I1_@6,111,0,1,0,1,1,1
I1_@6,112,0,1,0,1,1,1
I1_@6,113,0,1,0,1,1,1
I1_@6,114,0,1,0,1,1,1
I1_@6,115,0,1,0,1,1,1
I1_@6,116,0,1,0,1,1,1
I1_@6,117,0,1,0,1,1,1
I1_@6,118,0,1,0,1,1,1
I1_@6,119,0,1,0,1,1,1
I1_@6,120,0,1,0,1,1,1
I1_@7,0,0,1,0,1,0,0
I1_@7,1,0,1,0,1,0,0
I1_@7,2,0,1,0,1,0,0
I1_@7,3,0,1,0,1,0,0
I1_@7,4,0,1,0,1,0,0
I1_@7,5,0,1,0,1,0,0
I1_@7,6,0,1,0,1,0,0
I1_@7,7,0,1,1,1,0,0
I1_@7,8,0,1,1,1,0,0
I1_@7,9,0,1,1,1,0,0
I1_@7,10,0,1,1,1,1,0
I1_@7,11,0,1,0,1,1,1
I1_@7,12,0,1,0,1,1,1
I1_@7,13,0,1,0,1,1,1
I1_@7,14,0,1,0,1,1,1
I1_@7,15,0,1,0,1,1,1
I1_@7,16,0,1,0,1,1,1
I1_@7,17,0,1,0,1,1,1
I1_@7,18,0,1,0,1,1,1
I1_@7,19,0,1,0,1,1,1
I1_@7,20,0,1,0,1,1,1
I1_@7,21,0,1,0,1,1,1
I1_@7,22,0,1,0,1,1,1
I1_@7,23,0,1,0,1,1,1
I1_@7,24,0,1,0,1,1,1
I1_@7,25,0,1,0,1,1,1
I1_@7,26,0,1,0,1,1,1
I1_@7,27,0,1,0,1,1,1
I1_@7,28,0,1,0,1,1,1
I1_@7,29,0,1,0,1,1,1
I1_@7,30,0,1,0,1,1,1
I1_@7,31,0,1,0,1,1,1
I1_@7,32,0,1,0,1,1,1
I1_@7,33,0,1,0,1,1,1
I1_@7,34,0,1,0,1,1,1
I1_@7,35,0,1,0,1,1,1
I1_@7,36,0,1,0,1,1,1
I1_@7,37,0,1,0,1,1,1
I1_@7,38,0,1,0,1,1,1
I1_@7,39,0,1,0,1,1,1
I1_@7,40,0,1,0,1,1,1
I1_@7,41,0,1,0,1,1,1
I1_@7,42,0,1,0,1,1,1
I1_@7,43,0,1,0,1,1,1
I1_@7,44,0,1,0,1,1,1
I1_@7,45,0,1,0,1,1,1
I1_@7,46,0,1,0,1,1,1
I1_@7,47,0,1,0,1,1,1
I1_@7,48,0,1,0,1,1,1
I1_@7,49,0,1,0,1,1,1
I1_@7,50,0,1,0,1,1,1
I1_@7,51,0,1,0,1,1,1
I1_@7,52,0,1,0,1,1,1
I1_@7,53,0,1,0,1,1,1
I1_@7,54,0,1,0,1,1,1
I1_@7,55,0,1,0,1,1,1
I1_@7,56,0,1,0,1,1,1
I1_@7,57,0,1,0,1,1,1
I1_@7,58,0,1,0,1,1,1
I1_@7,59,0,1,0,1,1,1
I1_@7,60,0,1,0,1,1,1
I1_@7,61,0,1,0,1,1,1
I1_@7,62,0,1,0,1,1,1
I1_@7,63,0,1,0,1,1,1
I1_@7,64,0,1,0,1,1,1
I1_@7,65,0,1,0,1,1,1
I1_@7,66,0,1,0,1,1,1
I1_@7,67,0,1,0,1,1,1
I1_@7,68,0,1,0,1,1,1
I1_@7,69,0,1,0,1,1,1
I1_@7,70,0,1,0,1,1,1
I1_@7,71,0,1,0,1,1,1
I1_@7,72,0,1,0,1,1,1
I1_@7,73,0,1,0,1,1,1
I1_@7,74,0,1,0,1,1,1
I1_@7,75,0,1,0,1,1,1
I1_@7,76,0,1,0,1,1,1
I1_@7,77,0,1,0,1,1,1
I1_@7,78,0,1,0,1,1,1
I1_@7,79,0,1,0,1,1,1
I1_@7,80,0,1,0,1,1,1
I1_@7,81,0,1,0,1,1,1
I1_@7,82,0,1,0,1,1,1
I1_@7,83,0,1,0,1,1,1
I1_@7,84,0,1,0,1,1,1
I1_@7,85,0,1,0,1,1,1
I1_@7,86,0,1,0,1,1,1
I1_@7,87,0,1,0,1,1,1
I1_@7,88,0,1,0,1,1,1
I1_@7,89,0,1,0,1,1,1
I1_@7,90,0,1,0,1,1,1
I1_@7,91,0,1,0,1,1,1
I1_@7,92,0,1,0,1,1,1
I1_@7,93,0,1,0,1,1,1
I1_@7,94,0,1,0,1,1,1
I1_@7,95,0,1,0,1,1,1
I1_@7,96,0,1,0,1,1,1
I1_@7,97,0,1,0,1,1,1
I1_@7,98,0,1,0,1,1,1
I1_@7,99,0,1,0,1,1,1
I1_@7,100,0,1,0,1,1,1
I1_@7,101,0,1,0,1,1,1
I1_@7,102,0,1,0,1,1,1
I1_@7,103,0,1,0,1,1,1
I1_@7,104,0,1,0,1,1,1
I1_@7,105,0,1,0,1,1,1
I1_@7,106,0,1,0,1,1,1
I1_@7,107,0,1,0,1,1,1
I1_@7,108,0,1,0,1,1,1
I1_@7,109,0,1,0,1,1,1
I1_@7,110,0,1,0,1,1,1
I1_@7,111,0,1,0,1,1,1
I1_@7,112,0,1,0,1,1,1
I1_@7,113,0,1,0,1,1,1
I1_@7,114,0,1,0,1,1,1
I1_@7,115,0,1,0,1,1,1
I1_@7,116,0,1,0,1,1,1
I1_@7,117,0,1,0,1,1,1
I1_@7,118,0,1,0,1,1,1
I1_@7,119,0,1,0,1,1,1
I1_@7,120,0,1,0,1,1,1
I1_@8,0,0,1,0,1,0,0
I1_@8,1,0,1,0,1,0,0
I1_@8,2,0,1,0,1,0,0
I1_@8,3,0,1,0,1,0,0
I1_@8,4,0,1,0,1,0,0
I1_@8,5,0,1,0,1,0,0
I1_@8,6,0,1,0,1,0,0
I1_@8,7,0,1,0,1,0,0
I1_@8,8,0,1,1,1,0,0
I1_@8,9,0,1,1,1,0,0
I1_@8,10,0,1,1,1,1,0
I1_@8,11,0,1,0,1,1,1
I1_@8,12,0,1,0,1,1,1
I1_@8,13,0,1,0,1,1,1
I1_@8,14,0,1,0,1,1,1
I1_@8,15,0,1,0,1,1,1
I1_@8,16,0,1,0,1,1,1
I1_@8,17,0,1,0,1,1,1
I1_@8,18,0,1,0,1,1,1
I1_@8,19,0,1,0,1,1,1
I1_@8,20,0,1,0,1,1,1
I1_@8,21,0,1,0,1,1,1
I1_@8,22,0,1,0,1,1,1
I1_@8,23,0,1,0,1,1,1
I1_@8,24,0,1,0,1,1,1
I1_@8,25,0,1,0,1,1,1
I1_@8,26,0,1,0,1,1,1
I1_@8,27,0,1,0,1,1,1
I1_@8,28,0,1,0,1,1,1
I1_@8,29,0,1,0,1,1,1
I1_@8,30,0,1,0,1,1,1
I1_@8,31,0,1,0,1,1,1
I1_@8,32,0,1,0,1,1,1
I1_@8,33,0,1,0,1,1,1
I1_@8,34,0,1,0,1,1,1
I1_@8,35,0,1,0,1,1,1
I1_@8,36,0,1,0,1,1,1
I1_@8,37,0,1,0,1,1,1
I1_@8,38,0,1,0,1,1,1
I1_@8,39,0,1,0,1,1,1
I1_@8,40,0,1,0,1,1,1
I1_@8,41,0,1,0,1,1,1
I1_@8,42,0,1,0,1,1,1
I1_@8,43,0,1,0,1,1,1
I1_@8,44,0,1,0,1,1,1
I1_@8,45,0,1,0,1,1,1
I1_@8,46,0,1,0,1,1,1
I1_@8,47,0,1,0,1,1,1
I1_@8,48,0,1,0,1,1,1
I1_@8,49,0,1,0,1,1,1
I1_@8,50,0,1,0,1,1,1
I1_@8,51,0,1,0,1,1,1
I1_@8,52,0,1,0,1,1,1
I1_@8,53,0,1,0,1,1,1
I1_@8,54,0,1,0,1,1,1
I1_@8,55,0,1,0,1,1,1
I1_@8,56,0,1,0,1,1,1
I1_@8,57,0,1,0,1,1,1
I1_@8,58,0,1,0,1,1,1
I1_@8,59,0,1,0,1,1,1
I1_@8,60,0,1,0,1,1,1
I1_@8,61,0,1,0,1,1,1
I1_@8,62,0,1,0,1,1,1
I1_@8,63,0,1,0,1,1,1
I1_@8,64,0,1,0,1,1,1
I1_@8,65,0,1,0,1,1,1
I1_@8,66,0,1,0,1,1,1
I1_@8,67,0,1,0,1,1,1
I1_@8,68,0,1,0,1,1,1
I1_@8,69,0,1,0,1,1,1
I1_@8,70,0,1,0,1,1,1
I1_@8,71,0,1,0,1,1,1
I1_@8,72,0,1,0,1,1,1
I1_@8,73,0,1,0,1,1,1
I1_@8,74,0,1,0,1,1,1
I1_@8,75,0,1,0,1,1,1
I1_@8,76,0,1,0,1,1,1
I1_@8,77,0,1,0,1,1,1
I1_@8,78,0,1,0,1,1,1
I1_@8,79,0,1,0,1,1,1
I1_@8,80,0,1,0,1,1,1
I1_@8,81,0,1,0,1,1,1
I1_@8,82,0,1,0,1,1,1
I1_@8,83,0,1,0,1,1,1
I1_@8,84,0,1,0,1,1,1
I1_@8,85,0,1,0,1,1,1
I1_@8,86,0,1,0,1,1,1
I1_@8,87,0,1,0,1,1,1
I1_@8,88,0,1,0,1,1,1
I1_@8,89,0,1,0,1,1,1
I1_@8,90,0,1,0,1,1,1
I1_@8,91,0,1,0,1,1,1
I1_@8,92,0,1,0,1,1,1
I1_@8,93,0,1,0,1,1,1
I1_@8,94,0,1,0,1,1,1
I1_@8,95,0,1,0,1,1,1
I1_@8,96,0,1,0,1,1,1
I1_@8,97,0,1,0,1,1,1
I1_@8,98,0,1,0,1,1,1
I1_@8,99,0,1,0,1,1,1
I1_@8,100,0,1,0,1,1,1
I1_@8,101,0,1,0,1,1,1
I1_@8,102,0,1,0,1,1,1
I1_@8,103,0,1,0,1,1,1
I1_@8,104,0,1,0,1,1,1
I1_@8,105,0,1,0,1,1,1
I1_@8,106,0,1,0,1,1,1
I1_@8,107,0,1,0,1,1,1
I1_@8,108,0,1,0,1,1,1
I1_@8,109,0,1,0,1,1,1
I1_@8,110,0,1,0,1,1,1
I1_@8,111,0,1,0,1,1,1
I1_@8,112,0,1,0,1,1,1
I1_@8,113,0,1,0,1,1,1
I1_@8,114,0,1,0,1,1,1
I1_@8,115,0,1,0,1,1,1
I1_@8,116,0,1,0,1,1,1
I1_@8,117,0,1,0,1,1,1
I1_@8,118,0,1,0,1,1,1
I1_@8,119,0,1,0,1,1,1
I1_@8,120,0,1,0,1,1,1
I1_@9,0,0,1,0,1,0,0
I1_@9,1,0,1,0,1,0,0
I1_@9,2,0,1,0,1,0,0
I1_@9,3,0,1,0,1,0,0
I1_@9,4,0,1,0,1,0,0
I1_@9,5,0,1,0,1,0,0
I1_@9,6,0,1,0,1,0,0
I1_@9,7,0,1,0,1,0,0
I1_@9,8,0,1,0,1,0,0
I1_@9,9,0,1,1,1,0,0
I1_@9,10,0,1,1,1,1,0
I1_@9,11,0,1,0,1,1,1
I1_@9,12,0,1,0,1,1,1
I1_@9,13,0,1,0,1,1,1
I1_@9,14,0,1,0,1,1,1
I1_@9,15,0,1,0,1,1,1
I1_@9,16,0,1,0,1,1,1
I1_@9,17,0,1,0,1,1,1
I1_@9,18,0,1,0,1,1,1
I1_@9,19,0,1,0,1,1,1
I1_@9,20,0,1,0,1,1,1
I1_@9,21,0,1,0,1,1,1
I1_@9,22,0,1,0,1,1,1
I1_@9,23,0,1,0,1,1,1
I1_@9,24,0,1,0,1,1,1
I1_@9,25,0,1,0,1,1,1
I1_@9,26,0,1,0,1,1,1
I1_@9,27,0,1,0,1,1,1
I1_@9,28,0,1,0,1,1,1
I1_@9,29,0,1,0,1,1,1
I1_@9,30,0,1,0,1,1,1
I1_@9,31,0,1,0,1,1,1
I1_@9,32,0,1,0,1,1,1
I1_@9,33,0,1,0,1,1,1
I1_@9,34,0,1,0,1,1,1
I1_@9,35,0,1,0,1,1,1
I1_@9,36,0,1,0,1,1,1
I1_@9,37,0,1,0,1,1,1
I1_@9,38,0,1,0,1,1,1
I1_@9,39,0,1,0,1,1,1
I1_@9,40,0,1,0,1,1,1
I1_@9,41,0,1,0,1,1,1
I1_@9,42,0,1,0,1,1,1
I1_@9,43,0,1,0,1,1,1
I1_@9,44,0,1,0,1,1,1
I1_@9,45,0,1,0,1,1,1
I1_@9,46,0,1,0,1,1,1
I1_@9,47,0,1,0,1,1,1
I1_@9,48,0,1,0,1,1,1
I1_@9,49,0,1,0,1,1,1
I1_@9,50,0,1,0,1,1,1
I1_@9,51,0,1,0,1,1,1
I1_@9,52,0,1,0,1,1,1
I1_@9,53,0,1,0,1,1,1
I1_@9,54,0,1,0,1,1,1
I1_@9,55,0,1,0,1,1,1
I1_@9,56,0,1,0,1,1,1
I1_@9,57,0,1,0,1,1,1
I1_@9,58,0,1,0,1,1,1
I1_@9,59,0,1,0,1,1,1
I1_@9,60,0,1,0,1,1,1
I1_@9,61,0,1,0,1,1,1
I1_@9,62,0,1,0,1,1,1
I1_@9,63,0,1,0,1,1,1
I1_@9,64,0,1,0,1,1,1
I1_@9,65,0,1,0,1,1,1
I1_@9,66,0,1,0,1,1,1
I1_@9,67,0,1,0,1,1,1
I1_@9,68,0,1,0,1,1,1
I1_@9,69,0,1,0,1,1,1
I1_@9,70,0,1,0,1,1,1
I1_@9,71,0,1,0,1,1,1
I1_@9,72,0,1,0,1,1,1
I1_@9,73,0,1,0,1,1,1
I1_@9,74,0,1,0,1,1,1
I1_@9,75,0,1,0,1,1,1
I1_@9,76,0,1,0,1,1,1
I1_@9,77,0,1,0,1,1,1
I1_@9,78,0,1,0,1,1,1
I1_@9,79,0,1,0,1,1,1
I1_@9,80,0,1,0,1,1,1
I1_@9,81,0,1,0,1,1,1
I1_@9,82,0,1,0,1,1,1
I1_@9,83,0,1,0,1,1,1
I1_@9,84,0,1,0,1,1,1
I1_@9,85,0,1,0,1,1,1
I1_@9,86,0,1,0,1,1,1
I1_@9,87,0,1,0,1,1,1
I1_@9,88,0,1,0,1,1,1
I1_@9,89,0,1,0,1,1,1
I1_@9,90,0,1,0,1,1,1
I1_@9,91,0,1,0,1,1,1
I1_@9,92,0,1,0,1,1,1
I1_@9,93,0,1,0,1,1,1
I1_@9,94,0,1,0,1,1,1
I1_@9,95,0,1,0,1,1,1
I1_@9,96,0,1,0,1,1,1
I1_@9,97,0,1,0,1,1,1
I1_@9,98,0,1,0,1,1,1
I1_@9,99,0,1,0,1,1,1
I1_@9,100,0,1,0,1,1,1
I1_@9,101,0,1,0,1,1,1
I1_@9,102,0,1,0,1,1,1
I1_@9,103,0,1,0,1,1,1
I1_@9,104,0,1,0,1,1,1
I1_@9,105,0,1,0,1,1,1
I1_@9,106,0,1,0,1,1,1
I1_@9,107,0,1,0,1,1,1
I1_@9,108,0,1,0,1,1,1
I1_@9,109,0,1,0,1,1,1
I1_@9,110,0,1,0,1,1,1
I1_@9,111,0,1,0,1,1,1
I1_@9,112,0,1,0,1,1,1
I1_@9,113,0,1,0,1,1,1
I1_@9,114,0,1,0,1,1,1
I1_@9,115,0,1,0,1,1,1
I1_@9,116,0,1,0,1,1,1
I1_@9,117,0,1,0,1,1,1
I1_@9,118,0,1,0,1,1,1
I1_@9,119,0,1,0,1,1,1
I1_@9,120,0,1,0,1,1,1
I1_@10,0,0,1,0,1,0,0
I1_@10,1,0,1,0,1,0,0
I1_@10,2,0,1,0,1,0,0
I1_@10,3,0,1,0,1,0,0
I1_@10,4,0,1,0,1,0,0
I1_@10,5,0,1,0,1,0,0
I1_@10,6,0,1,0,1,0,0
I1_@10,7,0,1,0,1,0,0
I1_@10,8,0,1,0,1,0,0
I1_@10,9,0,1,0,1,0,0
I1_@10,10,0,1,1,1,1,0
I1_@10,11,0,1,0,1,1,1
I1_@10,12,0,1,0,1,1,1
I1_@10,13,0,1,0,1,1,1
I1_@10,14,0,1,0,1,1,1
I1_@10,15,0,1,0,1,1,1
I1_@10,16,0,1,0,1,1,1
I1_@10,17,0,1,0,1,1,1
I1_@10,18,0,1,0,1,1,1
I1_@10,19,0,1,0,1,1,1
I1_@10,20,0,1,0,1,1,1
I1_@10,21,0,1,0,1,1,1
I1_@10,22,0,1,0,1,1,1
I1_@10,23,0,1,0,1,1,1
I1_@10,24,0,1,0,1,1,1
I1_@10,25,0,1,0,1,1,1
I1_@10,26,0,1,0,1,1,1
I1_@10,27,0,1,0,1,1,1
I1_@10,28,0,1,0,1,1,1
I1_@10,29,0,1,0,1,1,1
I1_@10,30,0,1,0,1,1,1
I1_@10,31,0,1,0,1,1,1
I1_@10,32,0,1,0,1,1,1
I1_@10,33,0,1,0,1,1,1
I1_@10,34,0,1,0,1,1,1
I1_@10,35,0,1,0,1,1,1
I1_@10,36,0,1,0,1,1,1
I1_@10,37,0,1,0,1,1,1
I1_@10,38,0,1,0,1,1,1
I1_@10,39,0,1,0,1,1,1
I1_@10,40,0,1,0,1,1,1
I1_@10,41,0,1,0,1,1,1
I1_@10,42,0,1,0,1,1,1
I1_@10,43,0,1,0,1,1,1
I1_@10,44,0,1,0,1,1,1
I1_@10,45,0,1,0,1,1,1
I1_@10,46,0,1,0,1,1,1
I1_@10,47,0,1,0,1,1,1
I1_@10,48,0,1,0,1,1,1
I1_@10,49,0,1,0,1,1,1
I1_@10,50,0,1,0,1,1,1
I1_@10,51,0,1,0,1,1,1
I1_@10,52,0,1,0,1,1,1
I1_@10,53,0,1,0,1,1,1
I1_@10,54,0,1,0,1,1,1
I1_@10,55,0,1,0,1,1,1
I1_@10,56,0,1,0,1,1,1
I1_@10,57,0,1,0,1,1,1
I1_@10,58,0,1,0,1,1,1
I1_@10,59,0,1,0,1,1,1
I1_@10,60,0,1,0,1,1,1
I1_@10,61,0,1,0,1,1,1
I1_@10,62,0,1,0,1,1,1
I1_@10,63,0,1,0,1,1,1
I1_@10,64,0,1,0,1,1,1
I1_@10,65,0,1,0,1,1,1
I1_@10,66,0,1,0,1,1,1
I1_@10,67,0,1,0,1,1,1
I1_@10,68,0,1,0,1,1,1
I1_@10,69,0,1,0,1,1,1
I1_@10,70,0,1,0,1,1,1
I1_@10,71,0,1,0,1,1,1
I1_@10,72,0,1,0,1,1,1
I1_@10,73,0,1,0,1,1,1
I1_@10,74,0,1,0,1,1,1
I1_@10,75,0,1,0,1,1,1
I1_@10,76,0,1,0,1,1,1
I1_@10,77,0,1,0,1,1,1
I1_@10,78,0,1,0,1,1,1
I1_@10,79,0,1,0,1,1,1
I1_@10,80,0,1,0,1,1,1
I1_@10,81,0,1,0,1,1,1
I1_@10,82,0,1,0,1,1,1
I1_@10,83,0,1,0,1,1,1
I1_@10,84,0,1,0,1,1,1
I1_@10,85,0,1,0,1,1,1
I1_@10,86,0,1,0,1,1,1
I1_@10,87,0,1,0,1,1,1
I1_@10,88,0,1,0,1,1,1
I1_@10,89,0,1,0,1,1,1
I1_@10,90,0,1,0,1,1,1
I1_@10,91,0,1,0,1,1,1
I1_@10,92,0,1,0,1,1,1
I1_@10,93,0,1,0,1,1,1
I1_@10,94,0,1,0,1,1,1
I1_@10,95,0,1,0,1,1,1
I1_@10,96,0,1,0,1,1,1
I1_@10,97,0,1,0,1,1,1
I1_@10,98,0,1,0,1,1,1
I1_@10,99,0,1,0,1,1,1
I1_@10,100,0,1,0,1,1,1
I1_@10,101,0,1,0,1,1,1
I1_@10,102,0,1,0,1,1,1
I1_@10,103,0,1,0,1,1,1
I1_@10,104,0,1,0,1,1,1
I1_@10,105,0,1,0,1,1,1
I1_@10,106,0,1,0,1,1,1
I1_@10,107,0,1,0,1,1,1
I1_@10,108,0,1,0,1,1,1
I1_@10,109,0,1,0,1,1,1
I1_@10,110,0,1,0,1,1,1
I1_@10,111,0,1,0,1,1,1
I1_@10,112,0,1,0,1,1,1
I1_@10,113,0,1,0,1,1,1
I1_@10,114,0,1,0,1,1,1
I1_@10,115,0,1,0,1,1,1
I1_@10,116,0,1,0,1,1,1
I1_@10,117,0,1,0,1,1,1
I1_@10,118,0,1,0,1,1,1
I1_@10,119,0,1,0,1,1,1
I1_@10,120,0,1,0,1,1,1
I1_@11,0,0,1,0,1,0,0
I1_@11,1,0,1,0,1,0,0
I1_@11,2,0,1,0,1,0,0
I1_@11,3,0,1,0,1,0,0
I1_@11,4,0,1,0,1,0,0
I1_@11,5,0,1,0,1,0,0
I1_@11,6,0,1,0,1,0,0
I1_@11,7,0,1,0,1,0,0
I1_@11,8,0,1,0,1,0,0
I1_@11,9,0,1,0,1,0,0
I1_@11,10,0,1,0,1,1,0
I1_@11,11,0,1,1,1,1,1
I1_@11,12,0,1,1,1,1,1
I1_@11,13,0,1,1,1,1,1
I1_@11,14,0,1,1,1,1,1
I1_@11,15,0,1,1,1,1,1
I1_@11,16,0,1,1,1,1,1
I1_@11,17,0,1,1,1,1,1
I1_@11,18,0,1,1,1,1,1
I1_@11,19,0,1,1,1,1,1
I1_@11,20,0,1,1,1,1,1
I1_@11,21,0,1,1,1,1,1
I1_@11,22,0,1,0,1,1,1
I1_@11,23,0,1,0,1,1,1
I1_@11,24,0,1,0,1,1,1
I1_@11,25,0,1,0,1,1,1
I1_@11,26,0,1,0,1,1,1
I1_@11,27,0,1,0,1,1,1
I1_@11,28,0,1,0,1,1,1
I1_@11,29,0,1,0,1,1,1
I1_@11,30,0,1,0,1,1,1
I1_@11,31,0,1,0,1,1,1
I1_@11,32,0,1,0,1,1,1
I1_@11,33,0,1,0,1,1,1
I1_@11,34,0,1,0,1,1,1
I1_@11,35,0,1,0,1,1,1
I1_@11,36,0,1,0,1,1,1
I1_@11,37,0,1,0,1,1,1
I1_@11,38,0,1,0,1,1,1
I1_@11,39,0,1,0,1,1,1
I1_@11,40,0,1,0,1,1,1
I1_@11,41,0,1,0,1,1,1
I1_@11,42,0,1,0,1,1,1
I1_@11,43,0,1,0,1,1,1
I1_@11,44,0,1,0,1,1,1
I1_@11,45,0,1,0,1,1,1
I1_@11,46,0,1,0,1,1,1
I1_@11,47,0,1,0,1,1,1
I1_@11,48,0,1,0,1,1,1
I1_@11,49,0,1,0,1,1,1
I1_@11,50,0,1,0,1,1,1
I1_@11,51,0,1,0,1,1,1
I1_@11,52,0,1,0,1,1,1
I1_@11,53,0,1,0,1,1,1
I1_@11,54,0,1,0,1,1,1
I1_@11,55,0,1,0,1,1,1
I1_@11,56,0,1,0,1,1,1
I1_@11,57,0,1,0,1,1,1
I1_@11,58,0,1,0,1,1,1
I1_@11,59,0,1,0,1,1,1
I1_@11,60,0,1,0,1,1,1
I1_@11,61,0,1,0,1,1,1
I1_@11,62,0,1,0,1,1,1
I1_@11,63,0,1,0,1,1,1
I1_@11,64,0,1,0,1,1,1
I1_@11,65,0,1,0,1,1,1
I1_@11,66,0,1,0,1,1,1
I1_@11,67,0,1,0,1,1,1
I1_@11,68,0,1,0,1,1,1
I1_@11,69,0,1,0,1,1,1
I1_@11,70,0,1,0,1,1,1
I1_@11,71,0,1,0,1,1,1
I1_@11,72,0,1,0,1,1,1
I1_@11,73,0,1,0,1,1,1
I1_@11,74,0,1,0,1,1,1
I1_@11,75,0,1,0,1,1,1
I1_@11,76,0,1,0,1,1,1
I1_@11,77,0,1,0,1,1,1
I1_@11,78,0,1,0,1,1,1
I1_@11,79,0,1,0,1,1,1
I1_@11,80,0,1,0,1,1,1
I1_@11,81,0,1,0,1,1,1
I1_@11,82,0,1,0,1,1,1
I1_@11,83,0,1,0,1,1,1
I1_@11,84,0,1,0,1,1,1
I1_@11,85,0,1,0,1,1,1
I1_@11,86,0,1,0,1,1,1
I1_@11,87,0,1,0,1,1,1
I1_@11,88,0,1,0,1,1,1
I1_@11,89,0,1,0,1,1,1
I1_@11,90,0,1,0,1,1,1
I1_@11,91,0,1,0,1,1,1
I1_@11,92,0,1,0,1,1,1
I1_@11,93,0,1,0,1,1,1
I1_@11,94,0,1,0,1,1,1
I1_@11,95,0,1,0,1,1,1
I1_@11,96,0,1,0,1,1,1
I1_@11,97,0,1,0,1,1,1
I1_@11,98,0,1,0,1,1,1
I1_@11,99,0,1,0,1,1,1
I1_@11,100,0,1,0,1,1,1
I1_@11,101,0,1,0,1,1,1
I1_@11,102,0,1,0,1,1,1
I1_@11,103,0,1,0,1,1,1
I1_@11,104,0,1,0,1,1,1
I1_@11,105,0,1,0,1,1,1
I1_@11,106,0,1,0,1,1,1
I1_@11,107,0,1,0,1,1,1
I1_@11,108,0,1,0,1,1,1
I1_@11,109,0,1,0,1,1,1
I1_@11,110,0,1,0,1,1,1
I1_@11,111,0,1,0,1,1,1
I1_@11,112,0,1,0,1,1,1
I1_@11,113,0,1,0,1,1,1
I1_@11,114,0,1,0,1,1,1
I1_@11,115,0,1,0,1,1,1
I1_@11,116,0,1,0,1,1,1
I1_@11,117,0,1,0,1,1,1
I1_@11,118,0,1,0,1,1,1
I1_@11,119,0,1,0,1,1,1
I1_@11,120,0,1,0,1,1,1
I1_@12,0,0,1,0,1,0,0
I1_@12,1,0,1,0,1,0,0
I1_@12,2,0,1,0,1,0,0
I1_@12,3,0,1,0,1,0,0
I1_@12,4,0,1,0,1,0,0
I1_@12,5,0,1,0,1,0,0
I1_@12,6,0,1,0,1,0,0
I1_@12,7,0,1,0,1,0,0
I1_@12,8,0,1,0,1,0,0
I1_@12,9,0,1,0,1,0,0
I1_@12,10,0,1,0,1,1,0
I1_@12,11,0,1,0,1,1,1
I1_@12,12,0,1,1,1,1,1
I1_@12,13,0,1,1,1,1,1
I1_@12,14,0,1,1,1,1,1
I1_@12,15,0,1,1,1,1,1
I1_@12,16,0,1,1,1,1,1
I1_@12,17,0,1,1,1,1,1
I1_@12,18,0,1,1,1,1,1
I1_@12,19,0,1,1,1,1,1
I1_@12,20,0,1,1,1,1,1
I1_@12,21,0,1,1,1,1,1
I1_@12,22,0,1,0,1,1,1
I1_@12,23,0,1,0,1,1,1
I1_@12,24,0,1,0,1,1,1
I1_@12,25,0,1,0,1,1,1
I1_@12,26,0,1,0,1,1,1
I1_@12,27,0,1,0,1,1,1
I1_@12,28,0,1,0,1,1,1
I1_@12,29,0,1,0,1,1,1
I1_@12,30,0,1,0,1,1,1
I1_@12,31,0,1,0,1,1,1
I1_@12,32,0,1,0,1,1,1
I1_@12,33,0,1,0,1,1,1
I1_@12,34,0,1,0,1,1,1
I1_@12,35,0,1,0,1,1,1
I1_@12,36,0,1,0,1,1,1
I1_@12,37,0,1,0,1,1,1
I1_@12,38,0,1,0,1,1,1
I1_@12,39,0,1,0,1,1,1
I1_@12,40,0,1,0,1,1,1
I1_@12,41,0,1,0,1,1,1
I1_@12,42,0,1,0,1,1,1
I1_@12,43,0,1,0,1,1,1
I1_@12,44,0,1,0,1,1,1
I1_@12,45,0,1,0,1,1,1
I1_@12,46,0,1,0,1,1,1
I1_@12,47,0,1,0,1,1,1
I1_@12,48,0,1,0,1,1,1
I1_@12,49,0,1,0,1,1,1
I1_@12,50,0,1,0,1,1,1
I1_@12,51,0,1,0,1,1,1
I1_@12,52,0,1,0,1,1,1
I1_@12,53,0,1,0,1,1,1
I1_@12,54,0,1,0,1,1,1
I1_@12,55,0,1,0,1,1,1
I1_@12,56,0,1,0,1,1,1
I1_@12,57,0,1,0,1,1,1
I1_@12,58,0,1,0,1,1,1
I1_@12,59,0,1,0,1,1,1
I1_@12,60,0,1,0,1,1,1
I1_@12,61,0,1,0,1,1,1
I1_@12,62,0,1,0,1,1,1
I1_@12,63,0,1,0,1,1,1
I1_@12,64,0,1,0,1,1,1
I1_@12,65,0,1,0,1,1,1
I1_@12,66,0,1,0,1,1,1
I1_@12,67,0,1,0,1,1,1
I1_@12,68,0,1,0,1,1,1
I1_@12,69,0,1,0,1,1,1
I1_@12,70,0,1,0,1,1,1
