instance,cell_type,x_um,y_um
VIA_via2_3_2000_480_1_6_320_320_41,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,27.2
VIA_via2_3_2000_480_1_6_320_320_42,VIA_via2_3_2000_480_1_6_320_320,26.44,29.92
VIA_via2_3_2000_480_1_6_320_320_43,VIA_via2_3_2000_480_1_6_320_320,56.44,29.92
VIA_via2_3_2000_480_1_6_320_320_44,VIA_via2_3_2000_480_1_6_320_320,86.44,29.92
VIA_via2_3_2000_480_1_6_320_320_45,VIA_via2_3_2000_480_1_6_320_320,116.44,29.92
VIA_via2_3_2000_480_1_6_320_320_46,VIA_via2_3_2000_480_1_6_320_320,146.44,29.92
VIA_via2_3_2000_480_1_6_320_320_47,VIA_via2_3_2000_480_1_6_320_320,176.44,29.92
VIA_via2_3_2000_480_1_6_320_320_48,VIA_via2_3_2000_480_1_6_320_320,30.14,32.64
VIA_via2_3_2000_480_1_6_320_320_49,VIA_via2_3_2000_480_1_6_320_320,60.14,32.64
VIA_via2_3_2000_480_1_6_320_320_50,VIA_via2_3_2000_480_1_6_320_320,90.14,32.64
VIA_via2_3_2000_480_1_6_320_320_51,VIA_via2_3_2000_480_1_6_320_320,120.14,32.64
VIA_via2_3_2000_480_1_6_320_320_52,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,32.64
VIA_via2_3_2000_480_1_6_320_320_53,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,32.64
VIA_via2_3_2000_480_1_6_320_320_54,VIA_via2_3_2000_480_1_6_320_320,26.44,35.36
VIA_via2_3_2000_480_1_6_320_320_55,VIA_via2_3_2000_480_1_6_320_320,56.44,35.36
VIA_via2_3_2000_480_1_6_320_320_56,VIA_via2_3_2000_480_1_6_320_320,86.44,35.36
VIA_via2_3_2000_480_1_6_320_320_57,VIA_via2_3_2000_480_1_6_320_320,116.44,35.36
VIA_via2_3_2000_480_1_6_320_320_58,VIA_via2_3_2000_480_1_6_320_320,146.44,35.36
VIA_via2_3_2000_480_1_6_320_320_59,VIA_via2_3_2000_480_1_6_320_320,176.44,35.36
VIA_via2_3_2000_480_1_6_320_320_60,VIA_via2_3_2000_480_1_6_320_320,30.14,38.08
VIA_via2_3_2000_480_1_6_320_320_61,VIA_via2_3_2000_480_1_6_320_320,60.14,38.08
VIA_via2_3_2000_480_1_6_320_320_62,VIA_via2_3_2000_480_1_6_320_320,90.14,38.08
VIA_via2_3_2000_480_1_6_320_320_63,VIA_via2_3_2000_480_1_6_320_320,120.14,38.08
VIA_via2_3_2000_480_1_6_320_320_64,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,38.08
VIA_via2_3_2000_480_1_6_320_320_65,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,38.08
VIA_via2_3_2000_480_1_6_320_320_66,VIA_via2_3_2000_480_1_6_320_320,26.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_67,VIA_via2_3_2000_480_1_6_320_320,56.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_68,VIA_via2_3_2000_480_1_6_320_320,86.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_69,VIA_via2_3_2000_480_1_6_320_320,116.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_70,VIA_via2_3_2000_480_1_6_320_320,146.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_71,VIA_via2_3_2000_480_1_6_320_320,176.44,40.800000000000004
VIA_via2_3_2000_480_1_6_320_320_72,VIA_via2_3_2000_480_1_6_320_320,30.14,43.52
VIA_via2_3_2000_480_1_6_320_320_73,VIA_via2_3_2000_480_1_6_320_320,60.14,43.52
VIA_via2_3_2000_480_1_6_320_320_74,VIA_via2_3_2000_480_1_6_320_320,90.14,43.52
VIA_via2_3_2000_480_1_6_320_320_75,VIA_via2_3_2000_480_1_6_320_320,120.14,43.52
VIA_via2_3_2000_480_1_6_320_320_76,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,43.52
VIA_via2_3_2000_480_1_6_320_320_77,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,43.52
VIA_via2_3_2000_480_1_6_320_320_78,VIA_via2_3_2000_480_1_6_320_320,26.44,46.24
VIA_via2_3_2000_480_1_6_320_320_79,VIA_via2_3_2000_480_1_6_320_320,56.44,46.24
VIA_via2_3_2000_480_1_6_320_320_80,VIA_via2_3_2000_480_1_6_320_320,86.44,46.24
VIA_via2_3_2000_480_1_6_320_320_81,VIA_via2_3_2000_480_1_6_320_320,116.44,46.24
VIA_via2_3_2000_480_1_6_320_320_82,VIA_via2_3_2000_480_1_6_320_320,146.44,46.24
VIA_via2_3_2000_480_1_6_320_320_83,VIA_via2_3_2000_480_1_6_320_320,176.44,46.24
VIA_via2_3_2000_480_1_6_320_320_84,VIA_via2_3_2000_480_1_6_320_320,30.14,48.96
VIA_via2_3_2000_480_1_6_320_320_85,VIA_via2_3_2000_480_1_6_320_320,60.14,48.96
VIA_via2_3_2000_480_1_6_320_320_86,VIA_via2_3_2000_480_1_6_320_320,90.14,48.96
VIA_via2_3_2000_480_1_6_320_320_87,VIA_via2_3_2000_480_1_6_320_320,120.14,48.96
VIA_via2_3_2000_480_1_6_320_320_88,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,48.96
VIA_via2_3_2000_480_1_6_320_320_89,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,48.96
VIA_via2_3_2000_480_1_6_320_320_90,VIA_via2_3_2000_480_1_6_320_320,26.44,51.68
VIA_via2_3_2000_480_1_6_320_320_91,VIA_via2_3_2000_480_1_6_320_320,56.44,51.68
VIA_via2_3_2000_480_1_6_320_320_92,VIA_via2_3_2000_480_1_6_320_320,86.44,51.68
VIA_via2_3_2000_480_1_6_320_320_93,VIA_via2_3_2000_480_1_6_320_320,116.44,51.68
VIA_via2_3_2000_480_1_6_320_320_94,VIA_via2_3_2000_480_1_6_320_320,146.44,51.68
VIA_via2_3_2000_480_1_6_320_320_95,VIA_via2_3_2000_480_1_6_320_320,176.44,51.68
VIA_via2_3_2000_480_1_6_320_320_96,VIA_via2_3_2000_480_1_6_320_320,30.14,54.4
VIA_via2_3_2000_480_1_6_320_320_97,VIA_via2_3_2000_480_1_6_320_320,60.14,54.4
VIA_via2_3_2000_480_1_6_320_320_98,VIA_via2_3_2000_480_1_6_320_320,90.14,54.4
VIA_via2_3_2000_480_1_6_320_320_99,VIA_via2_3_2000_480_1_6_320_320,120.14,54.4
VIA_via2_3_2000_480_1_6_320_320_100,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,54.4
VIA_via2_3_2000_480_1_6_320_320_101,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,54.4
VIA_via2_3_2000_480_1_6_320_320_102,VIA_via2_3_2000_480_1_6_320_320,26.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_103,VIA_via2_3_2000_480_1_6_320_320,56.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_104,VIA_via2_3_2000_480_1_6_320_320,86.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_105,VIA_via2_3_2000_480_1_6_320_320,116.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_106,VIA_via2_3_2000_480_1_6_320_320,146.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_107,VIA_via2_3_2000_480_1_6_320_320,176.44,57.120000000000005
VIA_via2_3_2000_480_1_6_320_320_108,VIA_via2_3_2000_480_1_6_320_320,30.14,59.84
VIA_via2_3_2000_480_1_6_320_320_109,VIA_via2_3_2000_480_1_6_320_320,60.14,59.84
VIA_via2_3_2000_480_1_6_320_320_110,VIA_via2_3_2000_480_1_6_320_320,90.14,59.84
VIA_via2_3_2000_480_1_6_320_320_111,VIA_via2_3_2000_480_1_6_320_320,120.14,59.84
VIA_via2_3_2000_480_1_6_320_320_112,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,59.84
VIA_via2_3_2000_480_1_6_320_320_113,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,59.84
VIA_via2_3_2000_480_1_6_320_320_114,VIA_via2_3_2000_480_1_6_320_320,26.44,62.56
VIA_via2_3_2000_480_1_6_320_320_115,VIA_via2_3_2000_480_1_6_320_320,56.44,62.56
VIA_via2_3_2000_480_1_6_320_320_116,VIA_via2_3_2000_480_1_6_320_320,86.44,62.56
VIA_via2_3_2000_480_1_6_320_320_117,VIA_via2_3_2000_480_1_6_320_320,116.44,62.56
VIA_via2_3_2000_480_1_6_320_320_118,VIA_via2_3_2000_480_1_6_320_320,146.44,62.56
VIA_via2_3_2000_480_1_6_320_320_119,VIA_via2_3_2000_480_1_6_320_320,176.44,62.56
VIA_via2_3_2000_480_1_6_320_320_120,VIA_via2_3_2000_480_1_6_320_320,30.14,65.28
VIA_via2_3_2000_480_1_6_320_320_121,VIA_via2_3_2000_480_1_6_320_320,60.14,65.28
VIA_via2_3_2000_480_1_6_320_320_122,VIA_via2_3_2000_480_1_6_320_320,90.14,65.28
VIA_via2_3_2000_480_1_6_320_320_123,VIA_via2_3_2000_480_1_6_320_320,120.14,65.28
VIA_via2_3_2000_480_1_6_320_320_124,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,65.28
VIA_via2_3_2000_480_1_6_320_320_125,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,65.28
VIA_via2_3_2000_480_1_6_320_320_126,VIA_via2_3_2000_480_1_6_320_320,26.44,68.0
VIA_via2_3_2000_480_1_6_320_320_127,VIA_via2_3_2000_480_1_6_320_320,56.44,68.0
VIA_via2_3_2000_480_1_6_320_320_128,VIA_via2_3_2000_480_1_6_320_320,86.44,68.0
VIA_via2_3_2000_480_1_6_320_320_129,VIA_via2_3_2000_480_1_6_320_320,116.44,68.0
VIA_via2_3_2000_480_1_6_320_320_130,VIA_via2_3_2000_480_1_6_320_320,146.44,68.0
VIA_via2_3_2000_480_1_6_320_320_131,VIA_via2_3_2000_480_1_6_320_320,176.44,68.0
VIA_via2_3_2000_480_1_6_320_320_132,VIA_via2_3_2000_480_1_6_320_320,30.14,70.72
VIA_via2_3_2000_480_1_6_320_320_133,VIA_via2_3_2000_480_1_6_320_320,60.14,70.72
VIA_via2_3_2000_480_1_6_320_320_134,VIA_via2_3_2000_480_1_6_320_320,90.14,70.72
VIA_via2_3_2000_480_1_6_320_320_135,VIA_via2_3_2000_480_1_6_320_320,120.14,70.72
VIA_via2_3_2000_480_1_6_320_320_136,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,70.72
VIA_via2_3_2000_480_1_6_320_320_137,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,70.72
VIA_via2_3_2000_480_1_6_320_320_138,VIA_via2_3_2000_480_1_6_320_320,26.44,73.44
VIA_via2_3_2000_480_1_6_320_320_139,VIA_via2_3_2000_480_1_6_320_320,56.44,73.44
VIA_via2_3_2000_480_1_6_320_320_140,VIA_via2_3_2000_480_1_6_320_320,86.44,73.44
VIA_via2_3_2000_480_1_6_320_320_141,VIA_via2_3_2000_480_1_6_320_320,116.44,73.44
VIA_via2_3_2000_480_1_6_320_320_142,VIA_via2_3_2000_480_1_6_320_320,146.44,73.44
VIA_via2_3_2000_480_1_6_320_320_143,VIA_via2_3_2000_480_1_6_320_320,176.44,73.44
VIA_via2_3_2000_480_1_6_320_320_144,VIA_via2_3_2000_480_1_6_320_320,30.14,76.16
VIA_via2_3_2000_480_1_6_320_320_145,VIA_via2_3_2000_480_1_6_320_320,60.14,76.16
VIA_via2_3_2000_480_1_6_320_320_146,VIA_via2_3_2000_480_1_6_320_320,90.14,76.16
VIA_via2_3_2000_480_1_6_320_320_147,VIA_via2_3_2000_480_1_6_320_320,120.14,76.16
VIA_via2_3_2000_480_1_6_320_320_148,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,76.16
VIA_via2_3_2000_480_1_6_320_320_149,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,76.16
VIA_via2_3_2000_480_1_6_320_320_150,VIA_via2_3_2000_480_1_6_320_320,26.44,78.88
VIA_via2_3_2000_480_1_6_320_320_151,VIA_via2_3_2000_480_1_6_320_320,56.44,78.88
VIA_via2_3_2000_480_1_6_320_320_152,VIA_via2_3_2000_480_1_6_320_320,86.44,78.88
VIA_via2_3_2000_480_1_6_320_320_153,VIA_via2_3_2000_480_1_6_320_320,116.44,78.88
VIA_via2_3_2000_480_1_6_320_320_154,VIA_via2_3_2000_480_1_6_320_320,146.44,78.88
VIA_via2_3_2000_480_1_6_320_320_155,VIA_via2_3_2000_480_1_6_320_320,176.44,78.88
VIA_via2_3_2000_480_1_6_320_320_156,VIA_via2_3_2000_480_1_6_320_320,30.14,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_157,VIA_via2_3_2000_480_1_6_320_320,60.14,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_158,VIA_via2_3_2000_480_1_6_320_320,90.14,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_159,VIA_via2_3_2000_480_1_6_320_320,120.14,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_160,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_161,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,81.60000000000001
VIA_via2_3_2000_480_1_6_320_320_162,VIA_via2_3_2000_480_1_6_320_320,26.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_163,VIA_via2_3_2000_480_1_6_320_320,56.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_164,VIA_via2_3_2000_480_1_6_320_320,86.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_165,VIA_via2_3_2000_480_1_6_320_320,116.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_166,VIA_via2_3_2000_480_1_6_320_320,146.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_167,VIA_via2_3_2000_480_1_6_320_320,176.44,84.32000000000001
VIA_via2_3_2000_480_1_6_320_320_168,VIA_via2_3_2000_480_1_6_320_320,30.14,87.04
VIA_via2_3_2000_480_1_6_320_320_169,VIA_via2_3_2000_480_1_6_320_320,60.14,87.04
VIA_via2_3_2000_480_1_6_320_320_170,VIA_via2_3_2000_480_1_6_320_320,90.14,87.04
VIA_via2_3_2000_480_1_6_320_320_171,VIA_via2_3_2000_480_1_6_320_320,120.14,87.04
VIA_via2_3_2000_480_1_6_320_320_172,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,87.04
VIA_via2_3_2000_480_1_6_320_320_173,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,87.04
VIA_via2_3_2000_480_1_6_320_320_174,VIA_via2_3_2000_480_1_6_320_320,26.44,89.76
VIA_via2_3_2000_480_1_6_320_320_175,VIA_via2_3_2000_480_1_6_320_320,56.44,89.76
VIA_via2_3_2000_480_1_6_320_320_176,VIA_via2_3_2000_480_1_6_320_320,86.44,89.76
VIA_via2_3_2000_480_1_6_320_320_177,VIA_via2_3_2000_480_1_6_320_320,116.44,89.76
VIA_via2_3_2000_480_1_6_320_320_178,VIA_via2_3_2000_480_1_6_320_320,146.44,89.76
VIA_via2_3_2000_480_1_6_320_320_179,VIA_via2_3_2000_480_1_6_320_320,176.44,89.76
VIA_via2_3_2000_480_1_6_320_320_180,VIA_via2_3_2000_480_1_6_320_320,30.14,92.48
VIA_via2_3_2000_480_1_6_320_320_181,VIA_via2_3_2000_480_1_6_320_320,60.14,92.48
VIA_via2_3_2000_480_1_6_320_320_182,VIA_via2_3_2000_480_1_6_320_320,90.14,92.48
VIA_via2_3_2000_480_1_6_320_320_183,VIA_via2_3_2000_480_1_6_320_320,120.14,92.48
VIA_via2_3_2000_480_1_6_320_320_184,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,92.48
VIA_via2_3_2000_480_1_6_320_320_185,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,92.48
VIA_via2_3_2000_480_1_6_320_320_186,VIA_via2_3_2000_480_1_6_320_320,26.44,95.2
VIA_via2_3_2000_480_1_6_320_320_187,VIA_via2_3_2000_480_1_6_320_320,56.44,95.2
VIA_via2_3_2000_480_1_6_320_320_188,VIA_via2_3_2000_480_1_6_320_320,86.44,95.2
VIA_via2_3_2000_480_1_6_320_320_189,VIA_via2_3_2000_480_1_6_320_320,116.44,95.2
VIA_via2_3_2000_480_1_6_320_320_190,VIA_via2_3_2000_480_1_6_320_320,146.44,95.2
VIA_via2_3_2000_480_1_6_320_320_191,VIA_via2_3_2000_480_1_6_320_320,176.44,95.2
VIA_via2_3_2000_480_1_6_320_320_192,VIA_via2_3_2000_480_1_6_320_320,30.14,97.92
VIA_via2_3_2000_480_1_6_320_320_193,VIA_via2_3_2000_480_1_6_320_320,60.14,97.92
VIA_via2_3_2000_480_1_6_320_320_194,VIA_via2_3_2000_480_1_6_320_320,90.14,97.92
VIA_via2_3_2000_480_1_6_320_320_195,VIA_via2_3_2000_480_1_6_320_320,120.14,97.92
VIA_via2_3_2000_480_1_6_320_320_196,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,97.92
VIA_via2_3_2000_480_1_6_320_320_197,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,97.92
VIA_via2_3_2000_480_1_6_320_320_198,VIA_via2_3_2000_480_1_6_320_320,26.44,100.64
VIA_via2_3_2000_480_1_6_320_320_199,VIA_via2_3_2000_480_1_6_320_320,56.44,100.64
VIA_via2_3_2000_480_1_6_320_320_200,VIA_via2_3_2000_480_1_6_320_320,86.44,100.64
VIA_via2_3_2000_480_1_6_320_320_201,VIA_via2_3_2000_480_1_6_320_320,116.44,100.64
VIA_via2_3_2000_480_1_6_320_320_202,VIA_via2_3_2000_480_1_6_320_320,146.44,100.64
VIA_via2_3_2000_480_1_6_320_320_203,VIA_via2_3_2000_480_1_6_320_320,176.44,100.64
VIA_via2_3_2000_480_1_6_320_320_204,VIA_via2_3_2000_480_1_6_320_320,30.14,103.36
VIA_via2_3_2000_480_1_6_320_320_205,VIA_via2_3_2000_480_1_6_320_320,60.14,103.36
VIA_via2_3_2000_480_1_6_320_320_206,VIA_via2_3_2000_480_1_6_320_320,90.14,103.36
VIA_via2_3_2000_480_1_6_320_320_207,VIA_via2_3_2000_480_1_6_320_320,120.14,103.36
VIA_via2_3_2000_480_1_6_320_320_208,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,103.36
VIA_via2_3_2000_480_1_6_320_320_209,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,103.36
VIA_via2_3_2000_480_1_6_320_320_210,VIA_via2_3_2000_480_1_6_320_320,26.44,106.08
VIA_via2_3_2000_480_1_6_320_320_211,VIA_via2_3_2000_480_1_6_320_320,56.44,106.08
VIA_via2_3_2000_480_1_6_320_320_212,VIA_via2_3_2000_480_1_6_320_320,86.44,106.08
VIA_via2_3_2000_480_1_6_320_320_213,VIA_via2_3_2000_480_1_6_320_320,116.44,106.08
VIA_via2_3_2000_480_1_6_320_320_214,VIA_via2_3_2000_480_1_6_320_320,146.44,106.08
VIA_via2_3_2000_480_1_6_320_320_215,VIA_via2_3_2000_480_1_6_320_320,176.44,106.08
VIA_via2_3_2000_480_1_6_320_320_216,VIA_via2_3_2000_480_1_6_320_320,30.14,108.8
VIA_via2_3_2000_480_1_6_320_320_217,VIA_via2_3_2000_480_1_6_320_320,60.14,108.8
VIA_via2_3_2000_480_1_6_320_320_218,VIA_via2_3_2000_480_1_6_320_320,90.14,108.8
VIA_via2_3_2000_480_1_6_320_320_219,VIA_via2_3_2000_480_1_6_320_320,120.14,108.8
VIA_via2_3_2000_480_1_6_320_320_220,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,108.8
VIA_via2_3_2000_480_1_6_320_320_221,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,108.8
VIA_via2_3_2000_480_1_6_320_320_222,VIA_via2_3_2000_480_1_6_320_320,26.44,111.52
VIA_via2_3_2000_480_1_6_320_320_223,VIA_via2_3_2000_480_1_6_320_320,56.44,111.52
VIA_via2_3_2000_480_1_6_320_320_224,VIA_via2_3_2000_480_1_6_320_320,86.44,111.52
VIA_via2_3_2000_480_1_6_320_320_225,VIA_via2_3_2000_480_1_6_320_320,116.44,111.52
VIA_via2_3_2000_480_1_6_320_320_226,VIA_via2_3_2000_480_1_6_320_320,146.44,111.52
VIA_via2_3_2000_480_1_6_320_320_227,VIA_via2_3_2000_480_1_6_320_320,176.44,111.52
VIA_via2_3_2000_480_1_6_320_320_228,VIA_via2_3_2000_480_1_6_320_320,30.14,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_229,VIA_via2_3_2000_480_1_6_320_320,60.14,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_230,VIA_via2_3_2000_480_1_6_320_320,90.14,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_231,VIA_via2_3_2000_480_1_6_320_320,120.14,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_232,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_233,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,114.24000000000001
VIA_via2_3_2000_480_1_6_320_320_234,VIA_via2_3_2000_480_1_6_320_320,26.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_235,VIA_via2_3_2000_480_1_6_320_320,56.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_236,VIA_via2_3_2000_480_1_6_320_320,86.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_237,VIA_via2_3_2000_480_1_6_320_320,116.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_238,VIA_via2_3_2000_480_1_6_320_320,146.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_239,VIA_via2_3_2000_480_1_6_320_320,176.44,116.96000000000001
VIA_via2_3_2000_480_1_6_320_320_240,VIA_via2_3_2000_480_1_6_320_320,30.14,119.68
VIA_via2_3_2000_480_1_6_320_320_241,VIA_via2_3_2000_480_1_6_320_320,60.14,119.68
VIA_via2_3_2000_480_1_6_320_320_242,VIA_via2_3_2000_480_1_6_320_320,90.14,119.68
VIA_via2_3_2000_480_1_6_320_320_243,VIA_via2_3_2000_480_1_6_320_320,120.14,119.68
VIA_via2_3_2000_480_1_6_320_320_244,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,119.68
VIA_via2_3_2000_480_1_6_320_320_245,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,119.68
VIA_via2_3_2000_480_1_6_320_320_246,VIA_via2_3_2000_480_1_6_320_320,26.44,122.4
VIA_via2_3_2000_480_1_6_320_320_247,VIA_via2_3_2000_480_1_6_320_320,56.44,122.4
VIA_via2_3_2000_480_1_6_320_320_248,VIA_via2_3_2000_480_1_6_320_320,86.44,122.4
VIA_via2_3_2000_480_1_6_320_320_249,VIA_via2_3_2000_480_1_6_320_320,116.44,122.4
VIA_via2_3_2000_480_1_6_320_320_250,VIA_via2_3_2000_480_1_6_320_320,146.44,122.4
VIA_via2_3_2000_480_1_6_320_320_251,VIA_via2_3_2000_480_1_6_320_320,176.44,122.4
VIA_via2_3_2000_480_1_6_320_320_252,VIA_via2_3_2000_480_1_6_320_320,30.14,125.12
VIA_via2_3_2000_480_1_6_320_320_253,VIA_via2_3_2000_480_1_6_320_320,60.14,125.12
VIA_via2_3_2000_480_1_6_320_320_254,VIA_via2_3_2000_480_1_6_320_320,90.14,125.12
VIA_via2_3_2000_480_1_6_320_320_255,VIA_via2_3_2000_480_1_6_320_320,120.14,125.12
VIA_via2_3_2000_480_1_6_320_320_256,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,125.12
VIA_via2_3_2000_480_1_6_320_320_257,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,125.12
VIA_via2_3_2000_480_1_6_320_320_258,VIA_via2_3_2000_480_1_6_320_320,26.44,127.84
VIA_via2_3_2000_480_1_6_320_320_259,VIA_via2_3_2000_480_1_6_320_320,56.44,127.84
VIA_via2_3_2000_480_1_6_320_320_260,VIA_via2_3_2000_480_1_6_320_320,86.44,127.84
VIA_via2_3_2000_480_1_6_320_320_261,VIA_via2_3_2000_480_1_6_320_320,116.44,127.84
VIA_via2_3_2000_480_1_6_320_320_262,VIA_via2_3_2000_480_1_6_320_320,146.44,127.84
VIA_via2_3_2000_480_1_6_320_320_263,VIA_via2_3_2000_480_1_6_320_320,176.44,127.84
VIA_via2_3_2000_480_1_6_320_320_264,VIA_via2_3_2000_480_1_6_320_320,30.14,130.56
VIA_via2_3_2000_480_1_6_320_320_265,VIA_via2_3_2000_480_1_6_320_320,60.14,130.56
VIA_via2_3_2000_480_1_6_320_320_266,VIA_via2_3_2000_480_1_6_320_320,90.14,130.56
VIA_via2_3_2000_480_1_6_320_320_267,VIA_via2_3_2000_480_1_6_320_320,120.14,130.56
VIA_via2_3_2000_480_1_6_320_320_268,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,130.56
VIA_via2_3_2000_480_1_6_320_320_269,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,130.56
VIA_via2_3_2000_480_1_6_320_320_270,VIA_via2_3_2000_480_1_6_320_320,26.44,133.28
VIA_via2_3_2000_480_1_6_320_320_271,VIA_via2_3_2000_480_1_6_320_320,56.44,133.28
VIA_via2_3_2000_480_1_6_320_320_272,VIA_via2_3_2000_480_1_6_320_320,86.44,133.28
VIA_via2_3_2000_480_1_6_320_320_273,VIA_via2_3_2000_480_1_6_320_320,116.44,133.28
VIA_via2_3_2000_480_1_6_320_320_274,VIA_via2_3_2000_480_1_6_320_320,146.44,133.28
VIA_via2_3_2000_480_1_6_320_320_275,VIA_via2_3_2000_480_1_6_320_320,176.44,133.28
VIA_via2_3_2000_480_1_6_320_320_276,VIA_via2_3_2000_480_1_6_320_320,30.14,136.0
VIA_via2_3_2000_480_1_6_320_320_277,VIA_via2_3_2000_480_1_6_320_320,60.14,136.0
VIA_via2_3_2000_480_1_6_320_320_278,VIA_via2_3_2000_480_1_6_320_320,90.14,136.0
VIA_via2_3_2000_480_1_6_320_320_279,VIA_via2_3_2000_480_1_6_320_320,120.14,136.0
VIA_via2_3_2000_480_1_6_320_320_280,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,136.0
VIA_via2_3_2000_480_1_6_320_320_281,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,136.0
VIA_via2_3_2000_480_1_6_320_320_282,VIA_via2_3_2000_480_1_6_320_320,26.44,138.72
VIA_via2_3_2000_480_1_6_320_320_283,VIA_via2_3_2000_480_1_6_320_320,56.44,138.72
VIA_via2_3_2000_480_1_6_320_320_284,VIA_via2_3_2000_480_1_6_320_320,86.44,138.72
VIA_via2_3_2000_480_1_6_320_320_285,VIA_via2_3_2000_480_1_6_320_320,116.44,138.72
VIA_via2_3_2000_480_1_6_320_320_286,VIA_via2_3_2000_480_1_6_320_320,146.44,138.72
VIA_via2_3_2000_480_1_6_320_320_287,VIA_via2_3_2000_480_1_6_320_320,176.44,138.72
VIA_via2_3_2000_480_1_6_320_320_288,VIA_via2_3_2000_480_1_6_320_320,30.14,141.44
VIA_via2_3_2000_480_1_6_320_320_289,VIA_via2_3_2000_480_1_6_320_320,60.14,141.44
VIA_via2_3_2000_480_1_6_320_320_290,VIA_via2_3_2000_480_1_6_320_320,90.14,141.44
VIA_via2_3_2000_480_1_6_320_320_291,VIA_via2_3_2000_480_1_6_320_320,120.14,141.44
VIA_via2_3_2000_480_1_6_320_320_292,VIA_via2_3_2000_480_1_6_320_320,150.14000000000001,141.44
VIA_via2_3_2000_480_1_6_320_320_293,VIA_via2_3_2000_480_1_6_320_320,180.14000000000001,141.44
