instance,cell_type,x_um,y_um
VIA_M1M2_PR_610,VIA_M1M2_PR,166.75,44.71
VIA_M1M2_PR_611,VIA_M1M2_PR,170.89000000000001,44.71
VIA_M1M2_PR_612,VIA_M1M2_PR,173.65,44.71
VIA_M1M2_PR_613,VIA_M1M2_PR,177.79,44.71
VIA_M1M2_PR_614,VIA_M1M2_PR,182.39000000000001,44.71
VIA_M1M2_PR_615,VIA_M1M2_PR,184.23,44.71
VIA_M1M2_PR_616,VIA_M1M2_PR,185.15,44.71
VIA_M1M2_PR_617,VIA_M1M2_PR,68.77,45.050000000000004
VIA_M1M2_PR_618,VIA_M1M2_PR,79.81,45.050000000000004
VIA_M1M2_PR_619,VIA_M1M2_PR,92.23,45.050000000000004
VIA_M1M2_PR_620,VIA_M1M2_PR,93.61,45.050000000000004
VIA_M1M2_PR_621,VIA_M1M2_PR,117.99000000000001,45.050000000000004
VIA_M1M2_PR_622,VIA_M1M2_PR,156.17000000000002,45.050000000000004
VIA_M1M2_PR_623,VIA_M1M2_PR,165.83,45.050000000000004
VIA_M1M2_PR_624,VIA_M1M2_PR,169.97,45.050000000000004
VIA_M1M2_PR_625,VIA_M1M2_PR,179.63,45.050000000000004
VIA_M1M2_PR_626,VIA_M1M2_PR,73.37,45.39
VIA_M1M2_PR_627,VIA_M1M2_PR,82.57000000000001,45.39
VIA_M1M2_PR_628,VIA_M1M2_PR,160.31,45.39
VIA_M1M2_PR_629,VIA_M1M2_PR,167.21,45.39
VIA_M1M2_PR_630,VIA_M1M2_PR,172.73,45.39
VIA_M1M2_PR_631,VIA_M1M2_PR,176.87,45.39
VIA_M1M2_PR_632,VIA_M1M2_PR,180.09,45.39
VIA_M1M2_PR_633,VIA_M1M2_PR,187.45000000000002,45.39
VIA_M1M2_PR_634,VIA_M1M2_PR,71.99,45.730000000000004
VIA_M1M2_PR_635,VIA_M1M2_PR,78.43,45.730000000000004
VIA_M1M2_PR_636,VIA_M1M2_PR,83.49,45.730000000000004
VIA_M1M2_PR_637,VIA_M1M2_PR,92.23,45.730000000000004
VIA_M1M2_PR_638,VIA_M1M2_PR,119.83,45.730000000000004
VIA_M1M2_PR_639,VIA_M1M2_PR,161.23,45.730000000000004
VIA_M1M2_PR_640,VIA_M1M2_PR,162.61,45.730000000000004
VIA_M1M2_PR_641,VIA_M1M2_PR,166.29,45.730000000000004
VIA_M1M2_PR_642,VIA_M1M2_PR,173.65,45.730000000000004
VIA_M1M2_PR_643,VIA_M1M2_PR,175.03,45.730000000000004
VIA_M1M2_PR_644,VIA_M1M2_PR,182.39000000000001,45.730000000000004
VIA_M1M2_PR_645,VIA_M1M2_PR,189.29,45.730000000000004
VIA_M1M2_PR_646,VIA_M1M2_PR,68.77,46.75
VIA_M1M2_PR_647,VIA_M1M2_PR,70.61,46.75
VIA_M1M2_PR_648,VIA_M1M2_PR,74.75,46.75
VIA_M1M2_PR_649,VIA_M1M2_PR,77.97,46.75
VIA_M1M2_PR_650,VIA_M1M2_PR,87.63,46.75
VIA_M1M2_PR_651,VIA_M1M2_PR,91.77,46.75
VIA_M1M2_PR_652,VIA_M1M2_PR,118.91,46.75
VIA_M1M2_PR_653,VIA_M1M2_PR,122.13,46.75
VIA_M1M2_PR_654,VIA_M1M2_PR,123.05,46.75
VIA_M1M2_PR_655,VIA_M1M2_PR,163.53,46.75
VIA_M1M2_PR_656,VIA_M1M2_PR,165.37,46.75
VIA_M1M2_PR_657,VIA_M1M2_PR,178.71,46.75
VIA_M1M2_PR_658,VIA_M1M2_PR,179.63,46.75
VIA_M1M2_PR_659,VIA_M1M2_PR,71.99,47.09
VIA_M1M2_PR_660,VIA_M1M2_PR,74.29,47.09
VIA_M1M2_PR_661,VIA_M1M2_PR,82.57000000000001,47.09
VIA_M1M2_PR_662,VIA_M1M2_PR,117.99000000000001,47.09
VIA_M1M2_PR_663,VIA_M1M2_PR,170.89000000000001,47.09
VIA_M1M2_PR_664,VIA_M1M2_PR,171.81,47.09
VIA_M1M2_PR_665,VIA_M1M2_PR,177.79,47.09
VIA_M1M2_PR_666,VIA_M1M2_PR,79.35000000000001,47.43
VIA_M1M2_PR_667,VIA_M1M2_PR,119.83,47.43
VIA_M1M2_PR_668,VIA_M1M2_PR,122.13,47.43
VIA_M1M2_PR_669,VIA_M1M2_PR,173.19,47.43
VIA_M1M2_PR_670,VIA_M1M2_PR,175.95000000000002,47.43
VIA_M1M2_PR_671,VIA_M1M2_PR,69.69,47.77
VIA_M1M2_PR_672,VIA_M1M2_PR,72.91,47.77
VIA_M1M2_PR_673,VIA_M1M2_PR,74.75,47.77
VIA_M1M2_PR_674,VIA_M1M2_PR,83.03,47.77
VIA_M1M2_PR_675,VIA_M1M2_PR,88.09,47.77
VIA_M1M2_PR_676,VIA_M1M2_PR,92.23,47.77
VIA_M1M2_PR_677,VIA_M1M2_PR,92.69,47.77
VIA_M1M2_PR_678,VIA_M1M2_PR,93.61,47.77
VIA_M1M2_PR_679,VIA_M1M2_PR,115.23,47.77
VIA_M1M2_PR_680,VIA_M1M2_PR,118.45,47.77
VIA_M1M2_PR_681,VIA_M1M2_PR,162.15,47.77
VIA_M1M2_PR_682,VIA_M1M2_PR,166.29,47.77
VIA_M1M2_PR_683,VIA_M1M2_PR,171.35,47.77
VIA_M1M2_PR_684,VIA_M1M2_PR,176.87,47.77
VIA_M1M2_PR_685,VIA_M1M2_PR,177.79,47.77
VIA_M1M2_PR_686,VIA_M1M2_PR,178.25,47.77
VIA_M1M2_PR_687,VIA_M1M2_PR,180.09,47.77
VIA_M1M2_PR_688,VIA_M1M2_PR,182.39000000000001,47.77
VIA_M1M2_PR_689,VIA_M1M2_PR,182.85,47.77
VIA_M1M2_PR_690,VIA_M1M2_PR,184.23,47.77
VIA_M1M2_PR_691,VIA_M1M2_PR,72.45,48.11
VIA_M1M2_PR_692,VIA_M1M2_PR,75.67,48.11
VIA_M1M2_PR_693,VIA_M1M2_PR,77.05,48.11
VIA_M1M2_PR_694,VIA_M1M2_PR,85.79,48.11
VIA_M1M2_PR_695,VIA_M1M2_PR,123.51,48.11
VIA_M1M2_PR_696,VIA_M1M2_PR,167.21,48.11
VIA_M1M2_PR_697,VIA_M1M2_PR,177.33,48.11
VIA_M1M2_PR_698,VIA_M1M2_PR,73.83,48.45
VIA_M1M2_PR_699,VIA_M1M2_PR,79.35000000000001,48.45
VIA_M1M2_PR_700,VIA_M1M2_PR,82.57000000000001,48.45
VIA_M1M2_PR_701,VIA_M1M2_PR,87.63,48.45
VIA_M1M2_PR_702,VIA_M1M2_PR,91.77,48.45
VIA_M1M2_PR_703,VIA_M1M2_PR,116.61,48.45
VIA_M1M2_PR_704,VIA_M1M2_PR,172.73,48.45
VIA_M1M2_PR_705,VIA_M1M2_PR,177.79,48.45
VIA_M1M2_PR_706,VIA_M1M2_PR,186.53,48.45
VIA_M1M2_PR_707,VIA_M1M2_PR,71.07000000000001,49.47
VIA_M1M2_PR_708,VIA_M1M2_PR,75.21000000000001,49.47
VIA_M1M2_PR_709,VIA_M1M2_PR,78.43,49.47
VIA_M1M2_PR_710,VIA_M1M2_PR,168.59,49.47
VIA_M1M2_PR_711,VIA_M1M2_PR,170.43,49.47
VIA_M1M2_PR_712,VIA_M1M2_PR,181.47,49.47
VIA_M1M2_PR_713,VIA_M1M2_PR,74.29,49.81
VIA_M1M2_PR_714,VIA_M1M2_PR,85.79,49.81
VIA_M1M2_PR_715,VIA_M1M2_PR,88.55,49.81
VIA_M1M2_PR_716,VIA_M1M2_PR,92.69,49.81
VIA_M1M2_PR_717,VIA_M1M2_PR,116.61,49.81
VIA_M1M2_PR_718,VIA_M1M2_PR,118.91,49.81
VIA_M1M2_PR_719,VIA_M1M2_PR,123.51,49.81
VIA_M1M2_PR_720,VIA_M1M2_PR,163.53,49.81
VIA_M1M2_PR_721,VIA_M1M2_PR,171.35,49.81
VIA_M1M2_PR_722,VIA_M1M2_PR,181.93,49.81
VIA_M1M2_PR_723,VIA_M1M2_PR,72.91,50.15
VIA_M1M2_PR_724,VIA_M1M2_PR,73.83,50.15
VIA_M1M2_PR_725,VIA_M1M2_PR,75.21000000000001,50.15
VIA_M1M2_PR_726,VIA_M1M2_PR,76.59,50.15
VIA_M1M2_PR_727,VIA_M1M2_PR,79.35000000000001,50.15
VIA_M1M2_PR_728,VIA_M1M2_PR,79.81,50.15
VIA_M1M2_PR_729,VIA_M1M2_PR,135.47,50.15
VIA_M1M2_PR_730,VIA_M1M2_PR,165.37,50.15
VIA_M1M2_PR_731,VIA_M1M2_PR,165.83,50.15
VIA_M1M2_PR_732,VIA_M1M2_PR,166.29,50.15
VIA_M1M2_PR_733,VIA_M1M2_PR,167.21,50.15
VIA_M1M2_PR_734,VIA_M1M2_PR,172.73,50.15
VIA_M1M2_PR_735,VIA_M1M2_PR,173.19,50.15
VIA_M1M2_PR_736,VIA_M1M2_PR,173.65,50.15
VIA_M1M2_PR_737,VIA_M1M2_PR,175.95000000000002,50.15
VIA_M1M2_PR_738,VIA_M1M2_PR,179.63,50.15
VIA_M1M2_PR_739,VIA_M1M2_PR,188.37,50.15
VIA_M1M2_PR_740,VIA_M1M2_PR,69.69,50.49
VIA_M1M2_PR_741,VIA_M1M2_PR,80.73,50.49
VIA_M1M2_PR_742,VIA_M1M2_PR,83.95,50.49
VIA_M1M2_PR_743,VIA_M1M2_PR,118.45,50.49
VIA_M1M2_PR_744,VIA_M1M2_PR,124.43,50.49
VIA_M1M2_PR_745,VIA_M1M2_PR,167.67000000000002,50.49
VIA_M1M2_PR_746,VIA_M1M2_PR,174.11,50.49
VIA_M1M2_PR_747,VIA_M1M2_PR,184.69,50.49
VIA_M1M2_PR_748,VIA_M1M2_PR,76.13,50.83
VIA_M1M2_PR_749,VIA_M1M2_PR,77.51,50.83
VIA_M1M2_PR_750,VIA_M1M2_PR,172.73,50.83
VIA_M1M2_PR_751,VIA_M1M2_PR,75.67,51.17
VIA_M1M2_PR_752,VIA_M1M2_PR,93.61,51.17
VIA_M1M2_PR_753,VIA_M1M2_PR,114.77,51.17
VIA_M1M2_PR_754,VIA_M1M2_PR,123.97,51.17
VIA_M1M2_PR_755,VIA_M1M2_PR,164.91,51.17
VIA_M1M2_PR_756,VIA_M1M2_PR,88.09,52.19
VIA_M1M2_PR_757,VIA_M1M2_PR,117.99000000000001,52.19
VIA_M1M2_PR_758,VIA_M1M2_PR,171.81,52.19
VIA_M1M2_PR_759,VIA_M1M2_PR,173.19,52.19
VIA_M1M2_PR_760,VIA_M1M2_PR,74.29,52.53
VIA_M1M2_PR_761,VIA_M1M2_PR,79.81,52.53
VIA_M1M2_PR_762,VIA_M1M2_PR,81.65,52.53
VIA_M1M2_PR_763,VIA_M1M2_PR,83.49,52.53
VIA_M1M2_PR_764,VIA_M1M2_PR,85.79,52.53
VIA_M1M2_PR_765,VIA_M1M2_PR,97.75,52.53
VIA_M1M2_PR_766,VIA_M1M2_PR,122.13,52.53
VIA_M1M2_PR_767,VIA_M1M2_PR,122.59,52.53
VIA_M1M2_PR_768,VIA_M1M2_PR,162.15,52.53
VIA_M1M2_PR_769,VIA_M1M2_PR,178.71,52.53
VIA_M1M2_PR_770,VIA_M1M2_PR,75.21000000000001,52.870000000000005
VIA_M1M2_PR_771,VIA_M1M2_PR,80.73,52.870000000000005
VIA_M1M2_PR_772,VIA_M1M2_PR,83.03,52.870000000000005
VIA_M1M2_PR_773,VIA_M1M2_PR,123.97,52.870000000000005
VIA_M1M2_PR_774,VIA_M1M2_PR,163.99,52.870000000000005
VIA_M1M2_PR_775,VIA_M1M2_PR,177.79,52.870000000000005
VIA_M1M2_PR_776,VIA_M1M2_PR,74.29,53.21
VIA_M1M2_PR_777,VIA_M1M2_PR,75.67,53.21
VIA_M1M2_PR_778,VIA_M1M2_PR,77.51,53.21
VIA_M1M2_PR_779,VIA_M1M2_PR,115.69,53.21
VIA_M1M2_PR_780,VIA_M1M2_PR,116.61,53.21
VIA_M1M2_PR_781,VIA_M1M2_PR,117.99000000000001,53.21
VIA_M1M2_PR_782,VIA_M1M2_PR,167.21,53.21
VIA_M1M2_PR_783,VIA_M1M2_PR,167.67000000000002,53.21
VIA_M1M2_PR_784,VIA_M1M2_PR,169.97,53.21
VIA_M1M2_PR_785,VIA_M1M2_PR,170.43,53.21
VIA_M1M2_PR_786,VIA_M1M2_PR,174.11,53.21
VIA_M1M2_PR_787,VIA_M1M2_PR,175.03,53.21
VIA_M1M2_PR_788,VIA_M1M2_PR,187.91,53.21
VIA_M1M2_PR_789,VIA_M1M2_PR,75.21000000000001,53.550000000000004
VIA_M1M2_PR_790,VIA_M1M2_PR,84.41,53.550000000000004
VIA_M1M2_PR_791,VIA_M1M2_PR,118.91,53.550000000000004
VIA_M1M2_PR_792,VIA_M1M2_PR,171.81,53.550000000000004
VIA_M1M2_PR_793,VIA_M1M2_PR,71.99,53.89
VIA_M1M2_PR_794,VIA_M1M2_PR,73.37,53.89
VIA_M1M2_PR_795,VIA_M1M2_PR,92.23,53.89
VIA_M1M2_PR_796,VIA_M1M2_PR,169.51,53.89
VIA_M1M2_PR_797,VIA_M1M2_PR,170.89000000000001,53.89
VIA_M1M2_PR_798,VIA_M1M2_PR,76.59,54.910000000000004
VIA_M1M2_PR_799,VIA_M1M2_PR,112.93,54.910000000000004
VIA_M1M2_PR_800,VIA_M1M2_PR,116.61,54.910000000000004
VIA_M1M2_PR_801,VIA_M1M2_PR,169.05,54.910000000000004
VIA_M1M2_PR_802,VIA_M1M2_PR,88.55,55.25
VIA_M1M2_PR_803,VIA_M1M2_PR,115.23,55.25
VIA_M1M2_PR_804,VIA_M1M2_PR,115.69,55.25
VIA_M1M2_PR_805,VIA_M1M2_PR,117.99000000000001,55.25
VIA_M1M2_PR_806,VIA_M1M2_PR,165.37,55.25
VIA_M1M2_PR_807,VIA_M1M2_PR,172.73,55.25
VIA_M1M2_PR_808,VIA_M1M2_PR,181.93,55.25
VIA_M1M2_PR_809,VIA_M1M2_PR,77.51,55.59
VIA_M1M2_PR_810,VIA_M1M2_PR,79.35000000000001,55.59
VIA_M1M2_PR_811,VIA_M1M2_PR,79.81,55.59
VIA_M1M2_PR_812,VIA_M1M2_PR,82.57000000000001,55.59
VIA_M1M2_PR_813,VIA_M1M2_PR,83.49,55.59
VIA_M1M2_PR_814,VIA_M1M2_PR,91.31,55.59
VIA_M1M2_PR_815,VIA_M1M2_PR,113.39,55.59
VIA_M1M2_PR_816,VIA_M1M2_PR,118.91,55.59
VIA_M1M2_PR_817,VIA_M1M2_PR,160.31,55.59
VIA_M1M2_PR_818,VIA_M1M2_PR,171.81,55.59
VIA_M1M2_PR_819,VIA_M1M2_PR,191.13,55.59
VIA_M1M2_PR_820,VIA_M1M2_PR,83.03,55.93
VIA_M1M2_PR_821,VIA_M1M2_PR,85.79,55.93
VIA_M1M2_PR_822,VIA_M1M2_PR,168.13,55.93
VIA_M1M2_PR_823,VIA_M1M2_PR,183.77,55.93
VIA_M1M2_PR_824,VIA_M1M2_PR,74.75,56.27
VIA_M1M2_PR_825,VIA_M1M2_PR,76.13,56.27
VIA_M1M2_PR_826,VIA_M1M2_PR,186.99,56.27
VIA_M1M2_PR_827,VIA_M1M2_PR,77.97,56.61
VIA_M1M2_PR_828,VIA_M1M2_PR,172.27,56.61
VIA_M1M2_PR_829,VIA_M1M2_PR,77.05,57.63
VIA_M1M2_PR_830,VIA_M1M2_PR,77.51,57.63
VIA_M1M2_PR_831,VIA_M1M2_PR,122.59,57.63
VIA_M1M2_PR_832,VIA_M1M2_PR,71.99,57.97
VIA_M1M2_PR_833,VIA_M1M2_PR,108.79,57.97
VIA_M1M2_PR_834,VIA_M1M2_PR,75.21000000000001,58.31
VIA_M1M2_PR_835,VIA_M1M2_PR,91.31,58.31
VIA_M1M2_PR_836,VIA_M1M2_PR,122.13,58.31
VIA_M1M2_PR_837,VIA_M1M2_PR,114.77,58.65
VIA_M1M2_PR_838,VIA_M1M2_PR,117.07000000000001,58.65
VIA_M1M2_PR_839,VIA_M1M2_PR,123.05,58.65
VIA_M1M2_PR_840,VIA_M1M2_PR,83.49,58.99
VIA_M1M2_PR_841,VIA_M1M2_PR,84.41,58.99
VIA_M1M2_PR_842,VIA_M1M2_PR,188.83,58.99
VIA_M1M2_PR_843,VIA_M1M2_PR,118.91,59.33
VIA_M1M2_PR_844,VIA_M1M2_PR,80.27,60.35
VIA_M1M2_PR_845,VIA_M1M2_PR,110.63,60.35
VIA_M1M2_PR_846,VIA_M1M2_PR,113.39,60.35
VIA_M1M2_PR_847,VIA_M1M2_PR,121.67,60.35
VIA_M1M2_PR_848,VIA_M1M2_PR,185.61,60.35
VIA_M1M2_PR_849,VIA_M1M2_PR,79.35000000000001,60.69
VIA_M1M2_PR_850,VIA_M1M2_PR,83.03,60.69
VIA_M1M2_PR_851,VIA_M1M2_PR,123.05,60.69
VIA_M1M2_PR_852,VIA_M1M2_PR,91.77,61.03
VIA_M1M2_PR_853,VIA_M1M2_PR,112.93,61.03
VIA_M1M2_PR_854,VIA_M1M2_PR,115.23,61.03
VIA_M1M2_PR_855,VIA_M1M2_PR,117.07000000000001,61.03
VIA_M1M2_PR_856,VIA_M1M2_PR,118.91,61.03
VIA_M1M2_PR_857,VIA_M1M2_PR,81.65,61.370000000000005
VIA_M1M2_PR_858,VIA_M1M2_PR,80.27,61.71
VIA_M1M2_PR_859,VIA_M1M2_PR,113.85000000000001,61.71
VIA_M1M2_PR_860,VIA_M1M2_PR,118.45,61.71
VIA_M1M2_PR_861,VIA_M1M2_PR,122.13,61.71
VIA_M1M2_PR_862,VIA_M1M2_PR,76.59,62.050000000000004
VIA_M1M2_PR_863,VIA_M1M2_PR,113.39,62.050000000000004
VIA_M1M2_PR_864,VIA_M1M2_PR,117.99000000000001,62.050000000000004
VIA_M1M2_PR_865,VIA_M1M2_PR,122.59,62.050000000000004
VIA_M1M2_PR_866,VIA_M1M2_PR,108.33,63.07
VIA_M1M2_PR_867,VIA_M1M2_PR,113.85000000000001,63.75
VIA_M1M2_PR_868,VIA_M1M2_PR,113.39,64.09
VIA_M1M2_PR_869,VIA_M1M2_PR,123.51,64.43
VIA_M1M2_PR_870,VIA_M1M2_PR,112.01,64.77
VIA_M1M2_PR_871,VIA_M1M2_PR,112.47,64.77
VIA_M1M2_PR_872,VIA_M1M2_PR,115.23,65.79
VIA_M1M2_PR_873,VIA_M1M2_PR,112.47,66.13
VIA_M1M2_PR_874,VIA_M1M2_PR,113.85000000000001,66.47
VIA_M1M2_PR_875,VIA_M1M2_PR,114.31,66.47
VIA_M1M2_PR_876,VIA_M1M2_PR,116.15,66.47
VIA_M1M2_PR_877,VIA_M1M2_PR,121.67,66.47
VIA_M1M2_PR_878,VIA_M1M2_PR,116.61,66.81
VIA_M1M2_PR_879,VIA_M1M2_PR,117.99000000000001,66.81
VIA_M1M2_PR_880,VIA_M1M2_PR,112.47,67.15
VIA_M1M2_PR_881,VIA_M1M2_PR,111.55,67.49
VIA_M1M2_PR_882,VIA_M1M2_PR,117.99000000000001,67.49
VIA_M1M2_PR_883,VIA_M1M2_PR,123.05,67.49
VIA_M1M2_PR_884,VIA_M1M2_PR,113.39,68.51
VIA_M1M2_PR_885,VIA_M1M2_PR,112.01,68.85000000000001
VIA_M1M2_PR_886,VIA_M1M2_PR,115.23,68.85000000000001
VIA_M1M2_PR_887,VIA_M1M2_PR,122.59,68.85000000000001
VIA_M1M2_PR_888,VIA_M1M2_PR,110.63,69.19
VIA_M1M2_PR_889,VIA_M1M2_PR,111.09,69.19
VIA_M1M2_PR_890,VIA_M1M2_PR,113.85000000000001,69.19
VIA_M1M2_PR_891,VIA_M1M2_PR,118.45,69.19
VIA_M1M2_PR_892,VIA_M1M2_PR,112.93,69.53
VIA_M1M2_PR_893,VIA_M1M2_PR,114.77,69.53
VIA_M1M2_PR_894,VIA_M1M2_PR,117.07000000000001,69.53
VIA_M1M2_PR_895,VIA_M1M2_PR,118.91,69.53
VIA_M1M2_PR_896,VIA_M1M2_PR,121.67,69.53
VIA_M1M2_PR_897,VIA_M1M2_PR,122.59,69.53
VIA_M1M2_PR_898,VIA_M1M2_PR,110.63,69.87
VIA_M1M2_PR_899,VIA_M1M2_PR,112.01,69.87
VIA_M1M2_PR_900,VIA_M1M2_PR,124.89,69.87
VIA_M1M2_PR_901,VIA_M1M2_PR,113.39,70.21000000000001
VIA_M1M2_PR_902,VIA_M1M2_PR,118.45,70.21000000000001
VIA_M1M2_PR_903,VIA_M1M2_PR,118.91,70.21000000000001
VIA_M1M2_PR_904,VIA_M1M2_PR,123.97,70.21000000000001
VIA_M1M2_PR_905,VIA_M1M2_PR,81.65,71.23
VIA_M1M2_PR_906,VIA_M1M2_PR,94.99,71.23
VIA_M1M2_PR_907,VIA_M1M2_PR,111.55,71.23
VIA_M1M2_PR_908,VIA_M1M2_PR,112.93,71.23
VIA_M1M2_PR_909,VIA_M1M2_PR,114.77,71.23
VIA_M1M2_PR_910,VIA_M1M2_PR,123.51,71.23
VIA_M1M2_PR_911,VIA_M1M2_PR,91.31,71.57000000000001
VIA_M1M2_PR_912,VIA_M1M2_PR,96.37,71.57000000000001
VIA_M1M2_PR_913,VIA_M1M2_PR,115.23,71.57000000000001
VIA_M1M2_PR_914,VIA_M1M2_PR,119.83,71.57000000000001
VIA_M1M2_PR_915,VIA_M1M2_PR,123.05,71.57000000000001
VIA_M1M2_PR_916,VIA_M1M2_PR,109.25,71.91
VIA_M1M2_PR_917,VIA_M1M2_PR,110.63,71.91
VIA_M1M2_PR_918,VIA_M1M2_PR,114.77,71.91
VIA_M1M2_PR_919,VIA_M1M2_PR,116.61,71.91
VIA_M1M2_PR_920,VIA_M1M2_PR,121.21000000000001,72.25
VIA_M1M2_PR_921,VIA_M1M2_PR,124.43,72.25
VIA_M1M2_PR_922,VIA_M1M2_PR,113.39,72.93
VIA_M1M2_PR_923,VIA_M1M2_PR,119.37,72.93
VIA_M1M2_PR_924,VIA_M1M2_PR,107.41,73.95
VIA_M1M2_PR_925,VIA_M1M2_PR,121.67,73.95
VIA_M1M2_PR_926,VIA_M1M2_PR,124.89,74.29
VIA_M1M2_PR_927,VIA_M1M2_PR,96.37,74.63
VIA_M1M2_PR_928,VIA_M1M2_PR,109.25,74.63
VIA_M1M2_PR_929,VIA_M1M2_PR,113.39,74.63
VIA_M1M2_PR_930,VIA_M1M2_PR,118.45,74.63
VIA_M1M2_PR_931,VIA_M1M2_PR,123.51,74.63
VIA_M1M2_PR_932,VIA_M1M2_PR,110.63,74.97
VIA_M1M2_PR_933,VIA_M1M2_PR,112.93,74.97
VIA_M1M2_PR_934,VIA_M1M2_PR,115.23,74.97
VIA_M1M2_PR_935,VIA_M1M2_PR,93.61,75.31
VIA_M1M2_PR_936,VIA_M1M2_PR,114.31,75.31
VIA_M1M2_PR_937,VIA_M1M2_PR,119.83,75.31
VIA_M1M2_PR_938,VIA_M1M2_PR,123.05,75.31
VIA_M1M2_PR_939,VIA_M1M2_PR,123.97,75.31
VIA_M1M2_PR_940,VIA_M1M2_PR,112.47,75.65
VIA_M1M2_PR_941,VIA_M1M2_PR,124.89,75.65
VIA_M1M2_PR_942,VIA_M1M2_PR,125.35000000000001,75.65
VIA_M1M2_PR_943,VIA_M1M2_PR,126.73,75.65
VIA_M1M2_PR_944,VIA_M1M2_PR,101.89,76.67
VIA_M1M2_PR_945,VIA_M1M2_PR,123.97,76.67
VIA_M1M2_PR_946,VIA_M1M2_PR,124.89,76.67
VIA_M1M2_PR_947,VIA_M1M2_PR,117.99000000000001,77.01
VIA_M1M2_PR_948,VIA_M1M2_PR,120.29,77.01
VIA_M1M2_PR_949,VIA_M1M2_PR,83.95,77.35000000000001
VIA_M1M2_PR_950,VIA_M1M2_PR,93.61,77.35000000000001
VIA_M1M2_PR_951,VIA_M1M2_PR,110.63,77.35000000000001
VIA_M1M2_PR_952,VIA_M1M2_PR,111.55,77.35000000000001
VIA_M1M2_PR_953,VIA_M1M2_PR,123.05,77.35000000000001
VIA_M1M2_PR_954,VIA_M1M2_PR,111.09,77.69
VIA_M1M2_PR_955,VIA_M1M2_PR,113.85000000000001,77.69
VIA_M1M2_PR_956,VIA_M1M2_PR,124.43,77.69
VIA_M1M2_PR_957,VIA_M1M2_PR,110.63,78.03
VIA_M1M2_PR_958,VIA_M1M2_PR,112.01,78.03
VIA_M1M2_PR_959,VIA_M1M2_PR,123.51,78.37
VIA_M1M2_PR_960,VIA_M1M2_PR,111.09,79.39
VIA_M1M2_PR_961,VIA_M1M2_PR,125.35000000000001,79.39
VIA_M1M2_PR_962,VIA_M1M2_PR,112.47,80.07000000000001
VIA_M1M2_PR_963,VIA_M1M2_PR,121.67,80.07000000000001
VIA_M1M2_PR_964,VIA_M1M2_PR,123.05,80.07000000000001
VIA_M1M2_PR_965,VIA_M1M2_PR,124.43,80.07000000000001
VIA_M1M2_PR_966,VIA_M1M2_PR,110.63,80.41
VIA_M1M2_PR_967,VIA_M1M2_PR,113.85000000000001,80.41
VIA_M1M2_PR_968,VIA_M1M2_PR,118.91,80.75
VIA_M1M2_PR_969,VIA_M1M2_PR,120.29,80.75
VIA_M1M2_PR_970,VIA_M1M2_PR,114.31,81.09
VIA_M1M2_PR_971,VIA_M1M2_PR,110.63,82.11
VIA_M1M2_PR_972,VIA_M1M2_PR,112.47,82.45
VIA_M1M2_PR_973,VIA_M1M2_PR,118.91,82.45
VIA_M1M2_PR_974,VIA_M1M2_PR,79.81,82.79
VIA_M1M2_PR_975,VIA_M1M2_PR,101.43,82.79
VIA_M1M2_PR_976,VIA_M1M2_PR,113.39,82.79
VIA_M1M2_PR_977,VIA_M1M2_PR,114.31,82.79
VIA_M1M2_PR_978,VIA_M1M2_PR,122.13,82.79
VIA_M1M2_PR_979,VIA_M1M2_PR,106.95,83.13
VIA_M1M2_PR_980,VIA_M1M2_PR,115.23,83.13
VIA_M1M2_PR_981,VIA_M1M2_PR,167.67000000000002,83.13
VIA_M1M2_PR_982,VIA_M1M2_PR,172.73,83.47
VIA_M1M2_PR_983,VIA_M1M2_PR,174.57,83.81
VIA_M1M2_PR_984,VIA_M1M2_PR,112.47,84.83
VIA_M1M2_PR_985,VIA_M1M2_PR,121.67,84.83
VIA_M1M2_PR_986,VIA_M1M2_PR,93.61,85.17
VIA_M1M2_PR_987,VIA_M1M2_PR,110.63,85.17
VIA_M1M2_PR_988,VIA_M1M2_PR,122.59,85.17
VIA_M1M2_PR_989,VIA_M1M2_PR,114.77,85.51
VIA_M1M2_PR_990,VIA_M1M2_PR,118.91,85.51
VIA_M1M2_PR_991,VIA_M1M2_PR,123.05,85.51
VIA_M1M2_PR_992,VIA_M1M2_PR,169.05,85.51
VIA_M1M2_PR_993,VIA_M1M2_PR,174.11,85.51
VIA_M1M2_PR_994,VIA_M1M2_PR,117.99000000000001,85.85000000000001
VIA_M1M2_PR_995,VIA_M1M2_PR,136.39000000000001,85.85000000000001
VIA_M1M2_PR_996,VIA_M1M2_PR,167.67000000000002,85.85000000000001
VIA_M1M2_PR_997,VIA_M1M2_PR,169.97,85.85000000000001
VIA_M1M2_PR_998,VIA_M1M2_PR,172.27,85.85000000000001
VIA_M1M2_PR_999,VIA_M1M2_PR,174.57,85.85000000000001
VIA_M1M2_PR_1000,VIA_M1M2_PR,175.03,85.85000000000001
VIA_M1M2_PR_1001,VIA_M1M2_PR,181.47,85.85000000000001
VIA_M1M2_PR_1002,VIA_M1M2_PR,80.27,86.19
VIA_M1M2_PR_1003,VIA_M1M2_PR,97.29,86.19
VIA_M1M2_PR_1004,VIA_M1M2_PR,119.83,86.19
VIA_M1M2_PR_1005,VIA_M1M2_PR,124.43,86.19
