mode,cyc,Q,D,A_N,B,and4_A,and4_C,inv10_A,a32o_X,or3_A,or3_X,A3,inv10_Y,nor2_Y,nor2_B,o21a,inv7_A,and4_X
"I2win_r02_off4,6_d2",54,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",55,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",56,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",57,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",58,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",59,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0
"I2win_r02_off4,6_d2",60,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r02_off4,6_d2",61,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
"I2win_r02_off4,6_d2",62,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",63,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",64,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",65,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",66,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",67,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",68,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",69,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",70,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
"I2win_r02_off4,6_d2",71,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r02_off4,6_d2",72,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
"I2win_r02_off4,6_d2",73,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",74,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",75,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",76,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",77,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",78,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",79,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",80,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r02_off4,6_d2",81,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
"I2win_r02_off4,6_d2",82,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r02_off4,6_d2",83,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"I2win_r02_off4,6_d2",84,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",85,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",86,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",87,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",88,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",89,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",90,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",91,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",92,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"I2win_r02_off4,6_d2",93,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r02_off4,6_d2",94,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
"I2win_r02_off4,6_d2",95,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",96,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",97,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",98,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",99,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",100,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",101,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",102,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",103,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
"I2win_r02_off4,6_d2",104,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
"I2win_r02_off4,6_d2",105,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
"I2win_r02_off4,6_d2",106,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",107,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",108,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",109,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",110,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",111,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",112,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",113,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r02_off4,6_d2",114,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
"I2win_r02_off4,6_d2",115,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r02_off4,6_d2",116,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0
"I2win_r02_off4,6_d2",117,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r02_off4,6_d2",118,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r02_off4,6_d2",119,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r02_off4,6_d2",120,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r03_off3,8_d5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",4,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",6,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",7,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",8,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
"I2win_r03_off3,8_d5",9,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",10,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",12,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",13,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",14,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",15,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",16,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",17,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",18,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",19,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"I2win_r03_off3,8_d5",20,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",21,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",22,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",23,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",24,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",25,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",26,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",27,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",28,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",29,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",30,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
"I2win_r03_off3,8_d5",31,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",32,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",33,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",34,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",35,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",36,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",37,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",38,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",39,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",40,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",41,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
"I2win_r03_off3,8_d5",42,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",43,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",45,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",46,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",47,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",48,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",49,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",50,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",51,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",52,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
"I2win_r03_off3,8_d5",53,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",54,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",55,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",56,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",57,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",58,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",59,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",60,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",61,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",62,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",63,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
"I2win_r03_off3,8_d5",64,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",65,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",66,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",67,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",68,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",69,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",70,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",71,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",72,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",73,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r03_off3,8_d5",74,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
"I2win_r03_off3,8_d5",75,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",76,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",77,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",78,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",79,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r03_off3,8_d5",80,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",81,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",82,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",83,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",84,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r03_off3,8_d5",85,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"I2win_r03_off3,8_d5",86,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",87,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",88,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",89,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",90,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",91,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",92,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",93,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",94,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",95,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",96,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
"I2win_r03_off3,8_d5",97,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",98,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",99,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",100,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",101,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",102,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",103,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",104,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",105,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",106,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",107,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
"I2win_r03_off3,8_d5",108,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",109,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",110,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",111,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",112,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"I2win_r03_off3,8_d5",113,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
"I2win_r03_off3,8_d5",114,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",115,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",116,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",117,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
"I2win_r03_off3,8_d5",118,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0
"I2win_r03_off3,8_d5",119,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r03_off3,8_d5",120,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"I2win_r04_off3,7_d4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",4,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",6,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",7,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
"I2win_r04_off3,7_d4",8,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",9,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",10,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",12,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",13,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",14,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",15,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",16,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",17,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",18,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"I2win_r04_off3,7_d4",19,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",20,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",21,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",22,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",23,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",24,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",25,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",26,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",27,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",28,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
"I2win_r04_off3,7_d4",29,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
"I2win_r04_off3,7_d4",30,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",31,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",32,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",33,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",34,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",35,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"I2win_r04_off3,7_d4",36,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",37,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",38,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",39,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0
"I2win_r04_off3,7_d4",40,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
"I2win_r04_off3,7_d4",41,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",42,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",43,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",45,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",46,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",47,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",48,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",49,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",50,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",51,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
"I2win_r04_off3,7_d4",52,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",53,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",54,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",55,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",56,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",57,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",58,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",59,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",60,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",61,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",62,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
"I2win_r04_off3,7_d4",63,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",64,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",65,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",66,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",67,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",68,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",69,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
"I2win_r04_off3,7_d4",70,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",71,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",72,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
"I2win_r04_off3,7_d4",73,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0
"I2win_r04_off3,7_d4",74,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",75,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",76,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",77,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
"I2win_r04_off3,7_d4",78,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
